 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	1.7414104e-05	0.03242856	0.1021952	0.23834698	0.30367467	0.17765819	0.14333677	0.0023422348
a31	0.0004622357	0.28492066	0.3183434	0.15746215	0.107333936	0.08299025	0.045615483	0.0028718775
a8	9.628619e-05	0.3349646	0.22553419	0.15119492	0.13037148	0.088503964	0.06294165	0.00639299
a31	4.879929e-05	0.31587225	0.3649747	0.15482429	0.07637223	0.04959144	0.030352075	0.007964158
a23	4.8877486e-05	0.21188785	0.28869587	0.1744051	0.16715384	0.0793763	0.07669029	0.0017419746
a31	9.610522e-06	0.21836257	0.40348142	0.2371669	0.06711514	0.050009605	0.019792983	0.0040618163
a10	1.9390802e-05	0.07748968	0.33391607	0.2827341	0.16906944	0.07228235	0.063694544	0.00079444796
a31	2.5556144e-06	0.16666235	0.36232224	0.31492764	0.0757455	0.06499228	0.014003653	0.0013438071
a24	5.5394917e-06	0.02023193	0.23829868	0.4252458	0.17484838	0.107445285	0.033201866	0.0007224956
a31	5.1668117e-06	0.10748831	0.26464438	0.3476867	0.13887568	0.11904449	0.018384919	0.0038704225
a18	1.5305402e-05	0.016198128	0.18892714	0.40177503	0.22781618	0.11866427	0.04496139	0.0016425031
a31	3.639178e-06	0.10545794	0.29080835	0.378408	0.10444111	0.10957093	0.010255693	0.0010542852
a8	9.704789e-06	0.014434337	0.17412919	0.38916647	0.24685834	0.12891369	0.045337714	0.0011504649
a31	2.1738963e-06	0.077336825	0.2956704	0.39785773	0.11751868	0.101651326	0.0093904715	0.00057238695
a29	8.6952705e-06	0.018424092	0.18421149	0.37983733	0.22651961	0.1416433	0.048429716	0.00092577457
a31	2.101384e-06	0.07982492	0.2935223	0.41446802	0.105236895	0.0988866	0.007715815	0.0003433425
a21	6.9197854e-06	0.016096558	0.18288292	0.38756508	0.22905889	0.13985434	0.04376738	0.0007679125
a31	2.159163e-06	0.083163254	0.28875113	0.42553928	0.095225096	0.10025421	0.006808988	0.0002559484
a38	5.6100776e-06	0.016336756	0.18611161	0.39274454	0.22196205	0.1418859	0.040362086	0.00059140864
a10	2.456904e-06	0.08756859	0.27879417	0.43592387	0.08660907	0.1046123	0.0062948805	0.00019462143
a39	1.8122446e-06	0.07627857	0.2660008	0.47021592	0.08229299	0.100719504	0.0044235424	6.683128e-05
a8	1.7368476e-06	0.06805081	0.2526201	0.48186618	0.086915135	0.10627405	0.0042152223	5.6711684e-05
a31	1.9177617e-06	0.06352893	0.2660753	0.47676772	0.085934736	0.10354859	0.004103552	3.929043e-05
a20	3.893634e-06	0.02168813	0.1948411	0.4082236	0.18975888	0.15520878	0.030082367	0.000193211
a31	3.3175372e-06	0.0913852	0.26537696	0.48158458	0.06417213	0.09362075	0.003813002	4.4069195e-05
a20	3.5571081e-06	0.018790688	0.1903708	0.42170888	0.1884778	0.15439636	0.026128685	0.00012322205
a3	4.4791427e-06	0.09174094	0.241801	0.50649476	0.05993209	0.09680303	0.0031884036	3.5253906e-05
a41	4.3394357e-06	0.07453821	0.20547828	0.548433	0.062471647	0.10671979	0.002325846	2.8811004e-05
a37	6.0670195e-06	0.079384	0.20446841	0.5555554	0.056930903	0.101458274	0.002166693	3.0287893e-05
a31	7.5652747e-06	0.07745935	0.1992836	0.56719935	0.05432614	0.09977348	0.0019173626	3.3217475e-05
a8	5.950258e-06	0.01607963	0.17687207	0.48388666	0.15363528	0.15504506	0.014449907	2.5463698e-05
a31	1.2386386e-05	0.044059303	0.2334423	0.57939476	0.054904703	0.086556345	0.0016092554	2.0902455e-05
a23	1.431174e-05	0.02122028	0.18059036	0.5205386	0.13203973	0.13528948	0.010288075	1.9108516e-05
a31	1.9110472e-05	0.048327416	0.21881492	0.5901414	0.050676376	0.09056238	0.0014244969	3.386306e-05
a8	1.9636766e-05	0.016664898	0.17175052	0.55579203	0.123820394	0.123974346	0.007963396	1.4803778e-05
a31	2.9515219e-05	0.04144309	0.23663132	0.5755156	0.049767718	0.09497856	0.0015979944	3.6125126e-05
a24	3.299203e-05	0.015223953	0.16642916	0.5885741	0.11359966	0.11004253	0.0060829786	1.4603171e-05
a31	3.126196e-05	0.05824023	0.18073994	0.58299637	0.062040173	0.11408992	0.001789708	7.2373376e-05
a24	2.432297e-05	0.009206071	0.14866655	0.602522	0.11506854	0.11853103	0.005970981	1.0451307e-05
a46	4.1481933e-05	0.07594726	0.17591166	0.5559898	0.063858464	0.12596811	0.0021456904	0.00013752443
a24	5.981124e-05	0.08311165	0.23980258	0.52589697	0.050103202	0.09854051	0.0022888568	0.0001964214
a18	5.395009e-05	0.09172998	0.19580738	0.5291973	0.060842335	0.119641	0.0024723532	0.00025568387
a21	7.8411234e-05	0.095198594	0.2566421	0.49758393	0.05157073	0.09579347	0.0028256935	0.00030715478
a28	8.734767e-05	0.08974561	0.26783866	0.4895711	0.0517971	0.09783457	0.0028217006	0.00030388145
a20	0.000101577265	0.10187489	0.27303725	0.47625658	0.052074473	0.09320959	0.0030614338	0.0003841636
a31	0.00010136658	0.09085639	0.2915863	0.46882233	0.050691646	0.09442363	0.0031918688	0.00032656224
a46	6.474288e-05	0.008579104	0.13064252	0.63936275	0.0971286	0.12019619	0.0040114387	1.46600005e-05
</S>	0.00010815297	0.08018983	0.28310513	0.47419804	0.050330665	0.10877926	0.003035452	0.0002533924
