 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.015061572	0.23740044	0.0022013122	0.124193415	0.07788594	0.058080796	0.0658732	0.0005174895	0.11444932	0.09746463	0.12780634	0.07906562
a10	0.0034989784	0.026205838	0.0022997784	0.08214437	0.044610996	0.14510651	0.078779176	0.002692941	0.27244186	0.09499742	0.20038663	0.04683557
a20	0.0027258808	0.052034818	0.001882479	0.123459056	0.07004287	0.15953691	0.10601561	0.005793469	0.1890889	0.10799817	0.1512986	0.030123226
a31	0.0034498172	0.1011005	0.001889121	0.13396303	0.099244654	0.14688693	0.12801056	0.0066907397	0.13342498	0.09578048	0.112551786	0.03700731
a20	0.013732312	0.065133125	0.0034127168	0.14687133	0.09415178	0.12688732	0.09803728	0.0025508432	0.149422	0.10524567	0.1526463	0.041909255
a31	0.001918334	0.10028377	0.0007659919	0.102967754	0.07699476	0.13827947	0.13260902	0.0052248067	0.14666875	0.11342511	0.12829345	0.05256875
a17	0.019588543	0.1851456	0.00471934	0.15518922	0.14247741	0.07853192	0.08199083	0.0030037009	0.08913331	0.08164634	0.09926229	0.059311457
a31	0.0021831205	0.09164362	0.00063748827	0.080319524	0.074268185	0.11514043	0.13475667	0.005813291	0.14868115	0.1273952	0.13813177	0.08102957
a26	0.028808467	0.29487747	0.0088321995	0.17544426	0.17715298	0.04630638	0.05373483	0.0024768803	0.051752135	0.04993161	0.06171184	0.048970938
a23	0.0019479825	0.075073384	0.00042450777	0.058813404	0.052926563	0.096851386	0.1300005	0.0047291643	0.17147797	0.14706065	0.16633852	0.09435598
a31	0.0011375158	0.06365272	0.00019552815	0.048953444	0.039934598	0.094777256	0.13229984	0.0027456412	0.19940297	0.15353264	0.1820481	0.08131972
a20	0.023452614	0.29557687	0.0080113895	0.2024434	0.18707944	0.040705804	0.04832058	0.0016269701	0.04430468	0.0430964	0.058408104	0.04697374
a31	0.00040276963	0.0515658	8.882795e-05	0.032757778	0.022163626	0.07789731	0.11752466	0.0021110736	0.23548067	0.16721202	0.21910584	0.07368968
a41	0.023322113	0.2953061	0.00586343	0.18604554	0.16984738	0.042298764	0.051602516	0.0013278708	0.053818222	0.050667305	0.0683718	0.051528946
a35	0.00034877317	0.044489663	7.1052455e-05	0.026884489	0.017667687	0.07300446	0.11450009	0.0015552464	0.25323716	0.16964376	0.22950697	0.069090664
a24	0.00051739765	0.043829497	7.264375e-05	0.027427655	0.017842723	0.076385014	0.11344154	0.0009720164	0.26425624	0.16451634	0.22598961	0.06474933
a31	0.00094034517	0.055066682	0.00014523392	0.03400966	0.025442343	0.081389606	0.12551592	0.001940786	0.22615978	0.16447042	0.20522906	0.0796902
a3	0.016279621	0.28983173	0.003886745	0.18452471	0.154698	0.04252491	0.05319864	0.0011214496	0.06131307	0.05654763	0.08027095	0.055802498
a31	0.00025966368	0.03917316	4.769887e-05	0.020071466	0.011764781	0.064487204	0.10312723	0.0009252737	0.2840808	0.16729277	0.2508345	0.05793543
a35	0.013219319	0.28127766	0.0026980992	0.16689055	0.12939827	0.043807466	0.056305766	0.0008782197	0.07630407	0.06748868	0.09986325	0.061868697
a24	0.00021647423	0.024416327	3.8289545e-05	0.012318909	0.007171541	0.04608141	0.0729765	0.0005149364	0.31716585	0.16924015	0.2951795	0.054680098
a31	0.0002913589	0.024683556	5.3536078e-05	0.011671631	0.0071589905	0.04464026	0.07863777	0.00064540544	0.30526292	0.17738517	0.2863339	0.0632356
a7	0.010094032	0.25658327	0.0017453176	0.13103342	0.09317127	0.041717157	0.05667017	0.0006168548	0.10759043	0.08802035	0.14192554	0.07083217
a31	6.704291e-05	0.013498245	2.100072e-05	0.005364195	0.0026704832	0.027084854	0.045768525	0.00023998927	0.34293333	0.14662027	0.37667394	0.03905817
a28	0.008291831	0.23600075	0.0012788599	0.0911791	0.06445708	0.035261143	0.05328871	0.00041132828	0.14483106	0.10599272	0.18746449	0.07154294
a38	5.8121692e-05	0.008828895	2.1846889e-05	0.0034664453	0.0017191049	0.018141469	0.028830789	0.00011833814	0.3206872	0.1218118	0.46327743	0.033038568
a31	7.680558e-05	0.007622427	2.7793114e-05	0.0027619267	0.0014156676	0.013191551	0.019750426	6.6753964e-05	0.28078154	0.10254469	0.54266095	0.029099464
a38	0.0068380577	0.16794626	0.0011583165	0.041243684	0.030080685	0.020850027	0.034852546	0.00011288123	0.21060532	0.11379299	0.31157997	0.06093924
a24	9.834128e-05	0.008402216	4.1043255e-05	0.0030004673	0.0015848012	0.013538381	0.018781818	7.5928e-05	0.25691223	0.091278665	0.58051974	0.025766341
a31	0.0001397776	0.00730702	5.2449803e-05	0.0027456335	0.0014821924	0.011273695	0.017502988	8.0009886e-05	0.2592681	0.09709529	0.57404023	0.029012594
a27	0.006116743	0.16562866	0.0013342204	0.028105628	0.021506403	0.014176548	0.027601074	7.1029965e-05	0.21678296	0.091899894	0.3832094	0.04356746
a31	0.000113748356	0.0066129854	7.427896e-05	0.0031645002	0.0017553283	0.012961657	0.015419573	0.0001435838	0.20715754	0.0903679	0.6362549	0.025973951
