 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a31	0.4619102	1.6288857e-05	0.010310074	0.008662865	0.11104044	0.16550343	0.08189631	0.0017652207	0.019368889	0.030783925	0.09489317	0.013849161
a24	0.19167323	6.6612e-05	0.012972049	0.007764934	0.07930899	0.14269821	0.041717403	0.002039028	0.04404492	0.06816716	0.39556256	0.013984871
a31	0.06561091	2.381468e-05	0.0016417273	0.0016655432	0.057662487	0.18109311	0.018525204	0.0013203323	0.12007905	0.20111613	0.3007213	0.050540294
a28	0.2317452	7.726187e-05	0.012761299	0.0041616545	0.08455741	0.16730851	0.069415666	0.00079107325	0.04536615	0.10742474	0.23568621	0.04070483
a15	0.11248522	1.4851022e-05	0.00095760304	0.0010034555	0.06931534	0.26254234	0.014106594	0.00029226305	0.10051508	0.17384063	0.24208893	0.02283765
a28	0.16101643	2.1317624e-05	0.0029871978	0.002598729	0.087129906	0.2689337	0.029459383	0.0005453519	0.08429335	0.14374983	0.2008376	0.018427191
a31	0.38877994	4.8356207e-05	0.005538679	0.004201284	0.11147769	0.27970448	0.01924601	0.00034582047	0.042007655	0.05777111	0.082011715	0.008867275
a8	0.16176912	3.150391e-05	0.008073704	0.006065858	0.16692172	0.24736762	0.24216634	0.0015019545	0.03490907	0.0395838	0.07807014	0.013539155
a31	0.19743113	1.5992973e-05	0.005777844	0.00456695	0.12256364	0.35567272	0.02667955	0.0003887805	0.05073387	0.08162081	0.14646713	0.008081594
a33	0.08681862	1.6335269e-05	0.005516759	0.005751671	0.18858473	0.33325127	0.185819	0.0012887518	0.0331234	0.03620264	0.116135836	0.0074910023
a20	0.062837526	1.777897e-05	0.007978053	0.0051694796	0.14973517	0.38098314	0.029315785	0.00039453473	0.043287326	0.08419278	0.22916405	0.00692436
a14	0.30635384	2.6869326e-05	0.01608557	0.009970395	0.18354043	0.30378512	0.014306387	0.0003191347	0.019826084	0.042547494	0.09675284	0.006485831
a31	0.6588538	3.6263526e-05	0.03707374	0.0142606115	0.08903989	0.10920331	0.010529598	0.00044671242	0.010435298	0.02275218	0.04163446	0.005734094
a17	0.08646825	2.7592918e-05	0.009677083	0.011834988	0.24903913	0.39190903	0.10073516	0.0011171072	0.018262982	0.019180974	0.10831708	0.0034306063
a20	0.18768822	6.715526e-05	0.030135714	0.012438857	0.2445418	0.3327466	0.018141856	0.00036867935	0.023231499	0.038352672	0.10602489	0.006262044
a31	0.34071568	7.2442126e-05	0.040312834	0.01313827	0.15132383	0.19944356	0.034258213	0.0009964912	0.032373108	0.054490004	0.118334	0.014541603
a8	0.046800423	6.279321e-05	0.0067073232	0.0070339185	0.34153727	0.4506405	0.03374932	0.0002992784	0.0101408735	0.010176155	0.09146324	0.0013888727
a24	0.14580673	0.00028063313	0.01993093	0.0058865566	0.24299736	0.31765997	0.02598191	0.00036093884	0.025743246	0.04980482	0.15089934	0.014647517
a28	0.20745128	0.0002489423	0.045972474	0.012043288	0.22746347	0.26136148	0.03096198	0.0007134633	0.029180378	0.04609312	0.122299455	0.016210629
a20	0.110904835	0.0002972418	0.05632258	0.014303371	0.1659282	0.20414436	0.08182439	0.0026227257	0.054352522	0.080800995	0.18508907	0.043409675
a31	0.098778486	0.00040764146	0.105667025	0.033122946	0.1661183	0.16918473	0.12549202	0.0037848267	0.04213221	0.05558292	0.17317627	0.026552591
a46	0.0990688	0.00044878075	0.011753197	0.008428866	0.41503894	0.34957382	0.022782726	0.0003393358	0.006906838	0.007213743	0.07579906	0.0026459715
a18	0.04892172	0.0007139762	0.028599905	0.0077029318	0.18961611	0.2309908	0.097405344	0.0022250677	0.042987928	0.08231708	0.22155531	0.04696386
</S>	0.044952784	0.0008931892	0.07102779	0.024571035	0.19822347	0.1778472	0.14378582	0.0047141374	0.03561437	0.057992842	0.20459993	0.0357774
