 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.01163572	0.0035482538	0.0007104786	0.029615968	0.07753312	0.018837512	0.06393613	0.14371943	0.058881007	0.2161729	0.3094981	0.065911405
a24	0.00565829	0.010836338	0.0042029102	0.18457013	0.12516099	0.11603601	0.10257765	0.113807134	0.069147825	0.098729044	0.11906503	0.05020858
a31	0.0073768073	0.012356567	0.0031726495	0.18745092	0.14852174	0.20752011	0.09815929	0.08252608	0.03739543	0.057736136	0.124461666	0.03332257
a8	0.013824888	0.016749648	0.0055126417	0.20453139	0.17408983	0.124967575	0.116869695	0.09937373	0.053594172	0.06461597	0.09271563	0.03315482
a20	0.004210995	0.004452026	0.00080560875	0.11735442	0.16107975	0.19115126	0.115184665	0.10446362	0.026965633	0.065007076	0.18382128	0.025503647
a31	0.0054654847	0.0034778772	0.0004917304	0.05869582	0.12587056	0.14986902	0.13191442	0.1512702	0.017405722	0.08231327	0.25607175	0.01715415
a8	0.013957569	0.009830126	0.002826369	0.065419465	0.30636278	0.040130362	0.15468441	0.1362927	0.034668583	0.09032536	0.12019063	0.025311666
a31	0.0021011557	0.0011948522	0.0003638518	0.03168239	0.11486164	0.06556563	0.1612547	0.19323169	0.023993962	0.122669846	0.2584764	0.024603898
a20	0.0096835075	0.0064759403	0.0019417327	0.06136225	0.28611487	0.027238892	0.14488703	0.14386952	0.045732252	0.11656376	0.12659696	0.029533241
a31	0.0007031639	0.00047420108	0.00017703907	0.023087684	0.050127026	0.059202403	0.07625471	0.1522726	0.013450658	0.12754463	0.47562754	0.021078276
a20	0.008745244	0.004400854	0.0014575031	0.043926757	0.25096127	0.020233015	0.14950751	0.16238083	0.04937047	0.13491559	0.144245	0.029855995
a41	0.00048166345	0.00037654996	0.00013345953	0.022318402	0.032196034	0.05401789	0.04353187	0.10984754	0.009540207	0.11579718	0.5916558	0.020103412
a11	0.00067693816	0.00039291548	0.0001067584	0.023228854	0.038246296	0.050568514	0.045929536	0.10753023	0.007754143	0.10832286	0.60019034	0.017052565
a6	0.00094144326	0.0005653882	0.0001441689	0.022947006	0.039212108	0.050945636	0.04911845	0.114236265	0.008606617	0.10991616	0.58511627	0.018250447
a31	0.0036424967	0.00176807	0.0004885337	0.024633698	0.066374	0.04292063	0.09183292	0.17421874	0.018537771	0.13762635	0.41465852	0.023298353
a24	0.0060704183	0.002316792	0.0008003409	0.03419773	0.19861178	0.017577378	0.1331664	0.17993219	0.03940782	0.15767218	0.20541573	0.024831269
a31	0.0010632979	0.0008368851	0.00033472976	0.020274708	0.042865314	0.046158846	0.06799596	0.14675736	0.017825458	0.14047317	0.48839152	0.027022738
a8	0.0050918786	0.0021760047	0.0008999956	0.033678878	0.20249498	0.016600097	0.1368401	0.1785678	0.039417543	0.15485325	0.20452487	0.024854619
a31	0.00074384804	0.00030456902	8.7015746e-05	0.020777477	0.042049944	0.052103076	0.052109446	0.111520104	0.007383854	0.10752977	0.59164596	0.013744971
a20	0.0037346152	0.0013104975	0.00045320694	0.037781496	0.16486783	0.020763867	0.10421106	0.16466798	0.029274736	0.1712583	0.28088006	0.020796359
a13	0.0005100174	0.00025097458	5.9100938e-05	0.017601233	0.019501371	0.055912506	0.019346438	0.046414882	0.003151503	0.06394313	0.76277256	0.010536319
a28	0.00068973366	0.00028337375	5.5872177e-05	0.015210979	0.01871634	0.04416544	0.019129645	0.044538967	0.0027555714	0.0608221	0.7843031	0.009328879
a29	0.0006101772	0.00025439946	5.295361e-05	0.013393196	0.01575657	0.043374985	0.016570497	0.03795503	0.002594736	0.05461061	0.8049882	0.009838608
a31	0.0008448907	0.00032383727	6.960501e-05	0.011218205	0.0155449	0.03529601	0.018939074	0.04478239	0.0031943277	0.061844286	0.7961251	0.011817284
a37	0.003509292	0.0011932023	0.00040510963	0.029852645	0.09627783	0.016667379	0.05503313	0.12053504	0.014068931	0.16066273	0.48793444	0.013860194
a31	0.00087791844	0.00033084126	7.171014e-05	0.0122564435	0.016175242	0.041684873	0.017421791	0.034428176	0.0026975735	0.047034472	0.81811416	0.008906855
a28	0.004315494	0.0015086771	0.00044387204	0.026969833	0.07207467	0.015336481	0.036958717	0.08749188	0.009046415	0.13259625	0.6025893	0.010668444
a31	0.0011934607	0.0004610203	0.00011098378	0.015530317	0.020784661	0.050788824	0.022287084	0.037272442	0.0034543187	0.04534693	0.7935294	0.0092405
a24	0.0054936064	0.0020316597	0.0005121991	0.02589198	0.059214227	0.014230991	0.028259989	0.06700515	0.006761651	0.10585039	0.676053	0.008695187
a31	0.0019517516	0.00085513934	0.00019354912	0.017786603	0.021997036	0.057554256	0.023970595	0.040269274	0.0044241035	0.04949651	0.7715406	0.009960562
a20	0.0077402364	0.0030383903	0.0006866614	0.02789822	0.059185244	0.014880168	0.027271705	0.060065925	0.00615409	0.08864625	0.69676083	0.007672314
a31	0.002090631	0.000805605	0.00025927974	0.02334521	0.04169212	0.068187915	0.048868723	0.06769582	0.0067573204	0.06221868	0.6657058	0.012372827
a17	0.011084639	0.003882626	0.000638459	0.023677742	0.042787686	0.013375319	0.02051293	0.049531747	0.0045014843	0.07339744	0.7502975	0.0063124737
</S>	0.0034734386	0.0011498786	0.00029260962	0.017733235	0.032703545	0.046810452	0.04131272	0.068054006	0.004622918	0.05748601	0.7185063	0.007854952
