 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.0018490849	0.0759214	0.047651816	0.16995333	0.030292904	0.6070837	0.008020677	0.056051206	0.003175817
a28	0.00053315214	0.007970178	0.0022632868	0.2839851	0.011935612	0.5467038	0.0019168545	0.14368042	0.0010115916
a37	0.00018152085	0.0021934188	0.00090184336	0.17943229	0.008131648	0.6405028	0.0015968368	0.16551568	0.0015438972
a31	0.00013978679	0.0036107625	0.0032400992	0.1386478	0.011304572	0.7231794	0.005094782	0.11000459	0.004778265
a11	0.0024444307	0.02421223	0.024343587	0.16550009	0.03037243	0.65862125	0.0052629206	0.08578223	0.0034608387
a31	0.00014731313	0.0071970974	0.0065247174	0.13112584	0.014651418	0.70715195	0.009588532	0.11572366	0.007889425
a20	0.0016193577	0.037571568	0.048762385	0.22940247	0.070332035	0.5356655	0.01210813	0.059923243	0.004615365
a31	6.857157e-05	0.0038648471	0.0053389035	0.268881	0.019164037	0.49907777	0.014983988	0.17678921	0.011831663
a39	0.0016919062	0.034232054	0.04222265	0.35473657	0.08961467	0.38569134	0.01737824	0.06801854	0.006414003
a31	0.00011632939	0.0029929974	0.0039528143	0.4086558	0.019093229	0.3295717	0.014796007	0.20960364	0.011217536
a13	0.002266736	0.038299613	0.045533255	0.33038613	0.07003359	0.3999936	0.0143543845	0.092687316	0.0064453576
a31	0.00019344939	0.0030849027	0.0039722514	0.46417764	0.017771132	0.264363	0.012541392	0.2241979	0.009698296
a13	0.0029689374	0.03997208	0.04740434	0.3508306	0.064506195	0.36819983	0.013488293	0.10634802	0.006281642
a31	0.000313308	0.003341933	0.0036731723	0.5213476	0.0139062675	0.22017741	0.008186967	0.22280198	0.006251304
a39	0.0046541626	0.044396885	0.047445368	0.4245952	0.053597137	0.29585597	0.010333333	0.11455688	0.004564981
a11	0.00056178006	0.0039591715	0.0034582107	0.5821856	0.010612762	0.2051531	0.0046969824	0.18592845	0.0034438907
a46	0.0005949207	0.0036017394	0.0032099795	0.585782	0.00971288	0.21395501	0.0040517775	0.17589946	0.0031922457
a18	0.0009827354	0.0042390004	0.0033223275	0.56250125	0.008856513	0.25035897	0.003478235	0.1634116	0.0028493754
a31	0.0010885266	0.004457646	0.0040226183	0.5059052	0.012260473	0.28698066	0.0045765745	0.17678028	0.0039279805
a39	0.015853621	0.07514257	0.05618676	0.5968329	0.021972613	0.17085797	0.0038980218	0.057929005	0.001326588
a18	0.0019407277	0.0061084335	0.005316734	0.47811815	0.012448898	0.3245121	0.0049247122	0.16229008	0.004340087
a46	0.0023765662	0.0064062485	0.0063007004	0.41822082	0.016656177	0.36030272	0.0063266098	0.17745234	0.0059578163
a31	0.003729644	0.010219288	0.009463039	0.40399015	0.020950409	0.36708918	0.007487237	0.17024694	0.0068240496
</S>	0.023052383	0.088341266	0.06539221	0.567742	0.01874755	0.18051642	0.004415469	0.05015566	0.001636966
