 	forse	non	li	ha	a	casa	</S>
a28	0.9826706	0.016273102	2.2407341e-05	1.885826e-05	0.00079167186	0.00017911424	4.426051e-05
a10	0.8803527	0.117007285	0.00014169652	2.8211705e-05	0.00035349146	0.0019187991	0.00019783374
a31	0.8907085	0.10196356	0.000119562	6.61344e-05	0.00094001007	0.005561396	0.0006408436
a21	0.896882	0.09873829	0.00027751096	4.807205e-05	0.0005434049	0.003190775	0.00031974583
a37	0.95000005	0.04303067	8.423841e-05	3.943211e-05	0.0016319104	0.0040926496	0.0011208974
a31	0.9517596	0.046506774	0.000102967264	1.7479368e-05	0.00071232184	0.0006908832	0.0002099781
a37	0.94599664	0.049869966	0.00012563902	3.4881243e-05	0.0016813539	0.002013581	0.0002781112
a31	0.98581076	0.013129378	3.1247582e-05	1.1470966e-05	0.00045260924	0.00036701892	0.00019759913
a37	0.98661774	0.01031946	3.6207544e-05	1.6040192e-05	0.0019416588	0.00088265754	0.00018613596
a31	0.9949719	0.0040910603	1.3674229e-05	8.669558e-06	0.0004078322	0.00028832885	0.00021859267
a21	0.9926547	0.004156819	1.652844e-05	9.832417e-06	0.0024392628	0.00058202364	0.00014096899
a31	0.9937842	0.0020240925	1.0198529e-05	7.626364e-06	0.0015842264	0.001781512	0.0008081272
a20	0.9948776	0.0027487546	1.4871285e-05	7.545728e-06	0.0019343352	0.0003562987	6.064484e-05
a31	0.97404796	0.00155674	4.122852e-05	3.222338e-05	0.00876252	0.013156421	0.0024027284
a37	0.99616194	0.0023320673	3.1097417e-05	1.4715291e-05	0.0012038212	0.00023333632	2.3050956e-05
a33	0.91830534	0.0037937849	0.00029695546	0.0001700883	0.030503213	0.042452227	0.0044783805
</S>	0.97992766	0.004512555	0.00058499107	0.00015673436	0.0065495437	0.00696641	0.0013020337
