 	non	ti	dimentichiamo	mai	</S>
a8	0.0076727937	0.9401371	0.022226976	0.025098452	0.0048647774
a31	0.13400693	0.17730856	0.043990206	0.62149256	0.02320174
a20	0.043969743	0.74022096	0.018381732	0.17664874	0.020778855
a31	0.010773952	0.16133398	0.03345078	0.7448057	0.049635574
a13	0.054067675	0.61731595	0.014846458	0.27546817	0.03830179
a31	0.0023216226	0.0819928	0.029185966	0.80567014	0.08082944
a13	0.02453545	0.71745914	0.016629439	0.19515114	0.04622488
a1	0.000718589	0.1005649	0.048999343	0.7496151	0.10010211
a31	0.0008970814	0.1352453	0.056462288	0.71482086	0.092574425
a41	0.01223176	0.619054	0.0746638	0.24307522	0.050975163
a15	0.00029395998	0.03816746	0.022779014	0.86871797	0.07004166
a13	0.0012344281	0.12907554	0.034890503	0.75671065	0.07808889
a31	0.0022023427	0.36237738	0.044081055	0.5175938	0.07374539
a11	0.015623879	0.2608266	0.08058236	0.60125804	0.041709136
a31	0.000989906	0.11804992	0.03123859	0.7533416	0.09637995
a46	0.039320406	0.27543235	0.1019813	0.55047005	0.032795843
a31	0.005547638	0.14151652	0.04341191	0.7162362	0.0932878
a46	0.103549495	0.42657584	0.12526168	0.31483516	0.029777862
a31	0.020154836	0.1830809	0.07964895	0.5879718	0.12914352
</S>	0.1320951	0.49144295	0.12558696	0.22315991	0.027715031
