 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.035109416	0.020597445	0.008581324	0.0666999	0.13690656	0.21809028	0.21123043	0.28444663	0.0003011338	0.00018216782	0.00017326849	0.017069858	0.0006116
a24	0.03233081	0.076461114	0.1992499	0.13309011	0.12324415	0.121672414	0.114169374	0.11511142	0.014468565	0.010311988	0.004888133	0.048536286	0.006465737
a28	0.037068807	0.04282776	0.02466159	0.059034225	0.18178846	0.23464721	0.17285934	0.15223967	0.007852021	0.005244797	0.0059543173	0.06377682	0.012045009
a39	0.027051348	0.023764912	0.010272176	0.04328649	0.19438495	0.31878126	0.22997484	0.12504493	0.0016312074	0.0007315896	0.0010415065	0.02228407	0.0017507779
a17	0.022640148	0.024488991	0.019870732	0.07086584	0.16499193	0.30125695	0.26628995	0.108738236	0.00069040223	0.00034560874	0.00074033893	0.017948465	0.0011323842
a31	0.02997126	0.045685925	0.037804734	0.12910688	0.15485379	0.24674258	0.22718334	0.109687	0.00060630625	0.00037232524	0.0007588049	0.016209658	0.0010174473
a20	0.017018119	0.018029654	0.010770353	0.12648319	0.2690776	0.2823364	0.15439188	0.08900917	0.0007760572	0.0003510263	0.0003873961	0.02991813	0.0014510221
a31	0.04763367	0.027161641	0.012685115	0.047261156	0.082793064	0.21359435	0.33403543	0.2323153	0.00023833352	9.802782e-05	0.0001117336	0.0019419591	0.00013024027
a17	0.016181605	0.011370164	0.006344	0.079973504	0.20057593	0.30174145	0.21556963	0.14212319	0.0004740194	0.00023252894	0.00022271775	0.0244472	0.000744082
a8	0.019426903	0.015790254	0.015505141	0.059852082	0.08442658	0.22231491	0.34428278	0.23312451	0.00031811642	0.00015383707	0.0002457149	0.004368746	0.0001904017
a31	0.037092537	0.03227529	0.018086003	0.10212537	0.10095184	0.19877735	0.27033487	0.23748575	0.00026314426	0.000100593985	9.844072e-05	0.0023135748	9.529263e-05
a8	0.0132546155	0.008027096	0.0045133387	0.06619545	0.18592967	0.30633637	0.23642781	0.14810294	0.00045058597	0.00024145746	0.00023223006	0.02959622	0.0006922063
a24	0.012817423	0.01041022	0.0117052235	0.0578387	0.08930996	0.23068018	0.3591045	0.22202076	0.00030058905	0.00014257432	0.00024911095	0.0052203345	0.00020047576
a31	0.019817218	0.01744856	0.021804908	0.06147287	0.07158587	0.19522573	0.3252284	0.2812334	0.00034527626	0.00021354611	0.00036752629	0.005020699	0.0002360002
a20	0.013435467	0.007812676	0.0042160396	0.059041798	0.17465669	0.30910772	0.2479637	0.15244552	0.00053271546	0.00028892228	0.00025926254	0.029538205	0.00070135004
a31	0.005936418	0.0031647598	0.0032791595	0.02328347	0.06791879	0.22295383	0.41579637	0.25251585	0.0003105278	0.00013406489	0.0004053381	0.004035407	0.0002659333
