 	non	ha	che	li	aspettiamo	</S>
a46	0.26452878	0.033632617	0.2557311	0.020280838	0.34062073	0.08520594
a31	0.07801555	0.00032704818	0.004429921	0.00020842442	0.8969979	0.020021087
a15	0.033090014	0.00047834608	0.0069980547	0.00036946396	0.94391793	0.015146173
a31	0.0073463256	0.00025532144	0.008764288	0.00033209493	0.93827343	0.045028605
a28	0.06518504	0.0007746394	0.010162086	0.00045236354	0.8980873	0.025338518
a20	0.0043180836	0.0002705759	0.01596331	0.0006215835	0.8917688	0.087057635
a11	0.00850235	0.00089857756	0.03602818	0.004776774	0.81046677	0.13932735
a31	0.021133842	0.0018107805	0.038149558	0.0061270855	0.78065646	0.1521222
a11	0.029973019	0.0037234449	0.13741502	0.005206311	0.66141385	0.16226839
a31	0.0037148597	0.0004601679	0.038652364	0.0022469664	0.76903033	0.18589532
a46	0.09725227	0.016654044	0.09051677	0.008057288	0.6298612	0.15765849
a31	0.015307766	0.0022741663	0.041009214	0.005785976	0.7938169	0.14180592
a11	0.33068228	0.059882995	0.1432475	0.031000193	0.26495057	0.17023641
a31	0.0451874	0.0090927305	0.072050564	0.027208885	0.7128579	0.13360254
a11	0.28625283	0.10453448	0.24841395	0.10832187	0.15474904	0.09772784
a46	0.0722044	0.016271226	0.1064916	0.04754385	0.6201541	0.13733478
</S>	0.06552754	0.014154077	0.0894647	0.033871006	0.68937796	0.10760478
