 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.115954444	8.981919e-06	0.0070448504	0.001644801	0.11332552	0.2391718	0.48294362	0.039906014
a21	0.008650603	6.328837e-06	0.008061772	0.009069001	0.29942122	0.34421784	0.2974886	0.03308456
a31	0.0127658015	1.3428321e-06	0.010786612	0.02319162	0.31064063	0.3345457	0.24971224	0.058356095
a21	0.012380559	8.412046e-06	0.0049177986	0.004703645	0.20984808	0.30223858	0.41881633	0.047086652
a31	0.011764576	4.351578e-07	0.0042667	0.0070787976	0.2588209	0.37369022	0.30446264	0.039915733
a13	0.054510895	8.910326e-06	0.008298145	0.0021249196	0.08117333	0.18780127	0.6133713	0.05271132
a35	0.018731426	6.454904e-07	0.005996769	0.0077963644	0.18882489	0.368331	0.37125278	0.039066218
a37	0.025843777	1.0723601e-06	0.009536407	0.010060439	0.1859491	0.38876298	0.35379505	0.026051221
a31	0.07461201	1.5639478e-06	0.014692757	0.014261221	0.22302468	0.38469118	0.27112532	0.017591251
a37	0.06790616	6.6935763e-06	0.010347687	0.0026039002	0.07289654	0.19825399	0.60983944	0.03814555
a31	0.018769398	1.7756346e-06	0.015308359	0.016023222	0.233843	0.40844432	0.2897288	0.017881198
a24	0.04603152	7.585139e-06	0.009631897	0.00242149	0.070366465	0.21914947	0.6284552	0.023936406
a31	0.013001832	3.8096384e-06	0.016713722	0.017355442	0.24151832	0.41076195	0.2843045	0.016340427
a13	0.040533043	1.2970881e-05	0.012125381	0.0032215244	0.07698873	0.24619973	0.6059023	0.01501625
a31	0.01840691	1.4958833e-05	0.01276839	0.013687298	0.2548753	0.36873645	0.3018929	0.029617773
a27	0.09962833	3.8788963e-05	0.012641311	0.00292332	0.08245246	0.25591108	0.5372275	0.009177176
a31	0.01387702	4.190472e-05	0.009332517	0.011338934	0.20596178	0.3281332	0.37524843	0.05606623
a35	0.17497909	8.452462e-05	0.013612219	0.0032255938	0.075472765	0.21850948	0.5031951	0.010921179
</S>	0.025338193	9.290856e-05	0.0060547316	0.0067202244	0.1459445	0.30802336	0.46312714	0.04469892
