 	avete	fatto	già	le	verdure	</S>
a6	0.0022149717	0.13137607	0.39504358	0.23755102	0.22938453	0.0044298046
a46	0.016487636	0.67808443	0.2144443	0.05983015	0.02680306	0.004350383
a21	0.00700906	0.7137395	0.13361007	0.07646918	0.05889676	0.010275491
a20	0.0031100842	0.71634954	0.1500224	0.06904499	0.057455167	0.0040177414
a24	0.001520713	0.60496855	0.28112143	0.06411885	0.04750253	0.00076801336
a31	0.002938984	0.38638648	0.31156564	0.119749	0.17242666	0.006933221
a14	0.0020995003	0.25399393	0.3516054	0.18093915	0.20690876	0.0044532917
a41	0.0025409865	0.46783704	0.3822333	0.07914406	0.067156464	0.0010882429
a37	0.0030438309	0.09200611	0.60408664	0.15122847	0.1483166	0.0013182804
a31	0.0022613143	0.09763979	0.6483116	0.13460574	0.11639194	0.0007896199
a6	0.0011490359	0.19585194	0.44221193	0.16870247	0.18824625	0.0038383612
a46	0.0019190738	0.16292112	0.6192401	0.11881962	0.096236095	0.0008639819
a31	0.0014061014	0.07649147	0.79483235	0.082116954	0.04487508	0.00027800293
a17	0.0004940415	0.17471433	0.52151114	0.15386993	0.1471645	0.0022460972
a20	0.0002343891	0.15172525	0.7722981	0.04866199	0.02688952	0.0001906595
a31	0.0003162135	0.18299526	0.7296372	0.055693187	0.031030018	0.00032815497
a17	8.403442e-05	0.2287169	0.6146232	0.086163424	0.069698654	0.00071378186
a20	3.8954568e-05	0.22286238	0.7247917	0.032745708	0.019307273	0.00025393444
a31	8.305397e-05	0.27934185	0.63082266	0.050788563	0.03810131	0.00086264557
a20	4.8285136e-05	0.36746836	0.58669585	0.024177821	0.021412829	0.00019688689
a17	0.00010290267	0.36553472	0.5256346	0.04660845	0.06076313	0.0013562487
a31	9.017127e-05	0.41255152	0.51117307	0.036187652	0.03910344	0.0008941398
a23	9.330096e-05	0.57875896	0.39560634	0.012440139	0.012972505	0.00012882988
a31	0.00019738784	0.3804606	0.46731865	0.055369552	0.09540787	0.0012459982
a8	0.000103544866	0.7579653	0.2239131	0.007911527	0.010018811	8.7612294e-05
a31	0.00019052354	0.51818746	0.37324703	0.03782607	0.06983695	0.00071197085
a28	0.00012368511	0.8421322	0.14440162	0.005604219	0.0076509	8.735219e-05
a21	0.00024643683	0.4591909	0.37057123	0.047234226	0.1216807	0.0010764842
a31	0.00027676395	0.40086475	0.42991626	0.053774204	0.11398324	0.0011848431
</S>	0.00013496239	0.8142478	0.17009495	0.006620668	0.008805616	9.595912e-05
