 	le	melanzane	vogliono	girate	</S>
a20	0.0007538676	0.9355476	0.024459554	0.037929267	0.001309602
a31	0.10567346	0.57959795	0.023797229	0.27265152	0.018279789
a39	0.012536733	0.65028024	0.015743414	0.316703	0.0047365706
a41	0.0013259038	0.6261592	0.005172372	0.35038483	0.016957767
a18	0.0012102352	0.91255224	0.007265238	0.06756529	0.011407038
a28	0.0015293893	0.9584271	0.014180528	0.020318694	0.005544306
a13	0.0037196905	0.95641685	0.015326358	0.018491222	0.0060459105
a14	0.0032411893	0.9513929	0.015490568	0.02237278	0.0075026522
a39	0.0050095646	0.9118733	0.021411527	0.040738232	0.020967351
a31	0.0023325994	0.9130633	0.025060367	0.036689915	0.022853859
a6	0.0004384003	0.90071905	0.024729082	0.0615422	0.01257128
a20	0.0022964182	0.74254704	0.06866261	0.108976565	0.077517316
a31	0.0032681907	0.68896013	0.12390717	0.12207584	0.061788622
a46	0.001495717	0.842786	0.020335447	0.11880014	0.016582767
a18	0.0039907196	0.7022317	0.14407712	0.11703466	0.032665763
a24	0.0030729454	0.7100565	0.15152779	0.11002301	0.025319738
a31	0.0029656761	0.6527849	0.16782294	0.13765112	0.038775403
a17	0.0025570525	0.7877975	0.024368372	0.1693434	0.01593365
a11	0.0036573762	0.77101415	0.12669209	0.084591135	0.014045128
a20	0.0031693855	0.7538451	0.1352687	0.09270596	0.015010862
a24	0.0035250976	0.74083185	0.1414402	0.095347434	0.018855438
a31	0.00315761	0.6772281	0.16235054	0.12972346	0.027540363
a37	0.002938555	0.7825849	0.023443855	0.17885256	0.012180118
a31	0.0036693744	0.765408	0.13370661	0.08245965	0.014756382
a20	0.0038888415	0.7818769	0.02120697	0.18600102	0.0070262663
a31	0.0030440828	0.79343754	0.11247752	0.08094988	0.0100909
</S>	0.005000444	0.7432884	0.026554706	0.21753377	0.0076227165
