 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.03983073	0.929384	0.0001830466	0.0067036715	0.009511769	0.009971985	0.0044147777
a33	0.028501254	0.19305393	8.346119e-05	0.009716633	0.09079162	0.64244163	0.035411537
a31	0.015919317	0.34700352	2.7718599e-05	0.021839883	0.10566516	0.4449276	0.06461677
a41	0.038885858	0.7122717	0.00022215577	0.0066876765	0.045972474	0.17264144	0.023318633
a18	0.0077686417	0.57498455	1.3691193e-05	0.024995424	0.08647684	0.23544517	0.07031567
a11	0.014138133	0.5943526	6.427537e-05	0.033127885	0.09679038	0.18553488	0.07599174
a17	0.05642432	0.60638666	0.00026542024	0.033197973	0.08239144	0.16108327	0.060250815
a11	0.104609504	0.73056334	0.0005236716	0.023787744	0.039419185	0.0714223	0.02967435
a31	0.107449494	0.5114475	0.0008453338	0.037673272	0.09581694	0.1841593	0.06260814
a21	0.016752418	0.89825225	0.00016961232	0.022405533	0.029626386	0.0151551515	0.01763869
a31	0.018888593	0.1616845	0.0009474318	0.04102382	0.21257228	0.44029662	0.12458675
a15	0.010676531	0.73111546	0.00013871248	0.038899947	0.10782539	0.051656477	0.059687413
a31	0.0011235897	0.033206385	0.00015611487	0.015732246	0.22008169	0.606438	0.12326191
a11	0.008237142	0.36224058	0.00010538318	0.041837603	0.27520883	0.1888343	0.12353619
a31	0.00016074018	0.0061047925	2.2928105e-05	0.005263659	0.14403039	0.77437663	0.070040904
a11	0.0061562313	0.16470876	9.264973e-05	0.036199532	0.34455407	0.35078186	0.09750683
a46	0.00021538929	0.004789933	2.5792579e-05	0.0036448387	0.15023458	0.7968698	0.044219613
a31	0.00097194436	0.014875289	0.0002467568	0.0038970206	0.13037676	0.8120695	0.03756273
</S>	0.0038876478	0.117007166	0.00015526214	0.026118811	0.33211604	0.46713793	0.05357718
