 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.03245723	0.009979065	0.02911479	0.16475031	0.59996283	0.0029152115	0.05223612	0.055046834	0.050971307	0.0025662722
a39	0.0353753	0.06183593	0.12367799	0.18407339	0.2743626	0.026564376	0.095706254	0.10063862	0.08021193	0.017553687
a31	0.039918218	0.03420329	0.034397054	0.117065355	0.51343286	0.0040297327	0.037857354	0.122976705	0.08383824	0.012281151
a14	0.016937917	0.049666744	0.12559366	0.25299728	0.3853828	0.016802162	0.046323046	0.053918988	0.046654474	0.005722921
a41	0.022167888	0.009158667	0.008829852	0.079802334	0.62934625	0.0005949005	0.017698202	0.13141425	0.09509938	0.0058882465
a33	0.020107131	0.007503525	0.01252259	0.107843995	0.66624355	0.0006472812	0.020639567	0.09052486	0.06966631	0.0043011834
a20	0.03273957	0.029969372	0.06428367	0.21352993	0.4987161	0.00365939	0.036363266	0.060572222	0.05413628	0.006030104
a31	0.10771539	0.035083808	0.043779712	0.12244846	0.61108613	0.0013123278	0.020400234	0.039085496	0.017939635	0.0011488183
a10	0.016068272	0.007467725	0.025377782	0.21811406	0.629329	0.002850286	0.044618472	0.028473368	0.025896583	0.0018044176
a31	0.060093846	0.014112255	0.022688255	0.078845106	0.7536088	0.0010193754	0.012698054	0.034936693	0.020965593	0.0010319438
a46	0.015096601	0.005085814	0.018492457	0.17464639	0.68508875	0.0024998074	0.03857932	0.030081872	0.028776025	0.0016529369
a31	0.0174151	0.004386039	0.012519819	0.058346126	0.82174116	0.00087170454	0.01158033	0.039106417	0.032219257	0.001814136
a39	0.012227982	0.0035696197	0.014648594	0.16292879	0.6979412	0.0020411958	0.03887661	0.033872936	0.032346852	0.001546235
a28	0.0066561005	0.0015060408	0.006401592	0.042615257	0.8500072	0.000530025	0.0100327255	0.042004094	0.038000353	0.002246627
a21	0.0057579465	0.0012963173	0.006119452	0.037633013	0.882187	0.00040890783	0.008640875	0.03270242	0.023958504	0.0012954551
a24	0.010224704	0.0028854106	0.01180349	0.048620146	0.8824827	0.00059713726	0.00776887	0.020861479	0.014010176	0.0007458246
a46	0.02226738	0.008778347	0.02523705	0.07243114	0.794074	0.0019621952	0.013268214	0.032467812	0.02789443	0.0016194697
a20	0.043094426	0.01224385	0.027780928	0.0780263	0.8142019	0.0013198374	0.0073739407	0.009732985	0.0059126196	0.00031321347
a31	0.071627684	0.013215031	0.024051117	0.06366474	0.8034768	0.001200138	0.0061965073	0.009475861	0.006637002	0.00045505364
a14	0.006878761	0.0013350566	0.0068103345	0.078776166	0.8473081	0.0011777654	0.016284628	0.019302592	0.021302704	0.0008238674
a17	0.02338918	0.005015133	0.013767838	0.038679436	0.89085174	0.00081608427	0.005868767	0.012392785	0.008453571	0.00076548225
a31	0.022484614	0.0070095425	0.023524266	0.073737465	0.85379416	0.0012215675	0.007012905	0.0066036684	0.004342684	0.00026905784
a11	0.0038991182	0.00066569506	0.0040899054	0.053548113	0.88560945	0.0007693688	0.013132169	0.018093362	0.019647729	0.00054498325
a18	0.009046507	0.0028353713	0.01285988	0.037992403	0.90196556	0.0009561355	0.006458086	0.014419355	0.0119686555	0.0014980336
a6	0.015814846	0.005708342	0.022385964	0.06159423	0.8652505	0.0019841946	0.006582576	0.0095580425	0.009681325	0.0014399999
a8	0.0122299865	0.004069253	0.018316848	0.06219242	0.8848232	0.0013989792	0.0069028754	0.005669301	0.004000738	0.00039632033
a31	0.012222529	0.003172852	0.014552792	0.05425833	0.8977	0.0015172819	0.00661605	0.0051757493	0.0043234713	0.00046106716
a24	0.0026953425	0.0005710027	0.0034674066	0.045355026	0.9098053	0.0005833906	0.013318499	0.013509765	0.010513522	0.00018073633
a37	0.012003365	0.0075604604	0.03438087	0.071028255	0.82216084	0.004596214	0.010828398	0.017260887	0.016914008	0.0032666856
a38	0.012988729	0.00852154	0.038720977	0.10213878	0.7855856	0.0075778197	0.013647077	0.0126086455	0.015028419	0.003182433
a31	0.013965902	0.014103259	0.062674604	0.13459122	0.6905915	0.014780973	0.020689223	0.019195518	0.02309987	0.006307931
a11	0.0041510104	0.00111288	0.0058127856	0.07036866	0.8750183	0.0007001398	0.02022173	0.015206952	0.0072132167	0.00019427147
a31	0.0116093345	0.015489287	0.08602181	0.1728875	0.60803175	0.023681516	0.027516939	0.02153974	0.026444724	0.006777442
a8	0.004347166	0.00091605616	0.003976617	0.061645288	0.8901447	0.00042982455	0.019445319	0.0131227495	0.005852916	0.00011933145
a10	0.007314052	0.004502717	0.029538026	0.15218334	0.719679	0.009385443	0.032904983	0.021378502	0.020697659	0.0024162994
a18	0.007878703	0.008173412	0.05958564	0.20580804	0.62288773	0.01806185	0.036528487	0.018383624	0.01925475	0.003437712
a31	0.009955664	0.011910416	0.07791613	0.2104534	0.58915174	0.024829146	0.03605089	0.017001316	0.018428015	0.0043033455
a11	0.004823941	0.00088182883	0.003504306	0.05861597	0.8897697	0.00035831836	0.019575404	0.015745424	0.006601363	0.0001238555
a10	0.009013472	0.011252458	0.07955634	0.22443454	0.5535554	0.02614002	0.04355561	0.023230558	0.024085686	0.005175876
a1	0.008975747	0.01139434	0.07856695	0.22546762	0.5725142	0.024125546	0.037127186	0.01814447	0.019166784	0.0045171236
a41	0.010736142	0.01291687	0.07923911	0.21046308	0.58147407	0.026411172	0.03601865	0.018247211	0.019264499	0.005229213
a31	0.011361828	0.014912332	0.08883554	0.21492183	0.55917025	0.029178003	0.03692481	0.018586656	0.020195896	0.0059128986
a8	0.005622463	0.0011690458	0.004888963	0.071704246	0.87250745	0.00055647944	0.021456394	0.0156084085	0.006302321	0.00018423586
a31	0.008293745	0.006340895	0.043455288	0.18890701	0.64640224	0.015852313	0.045638967	0.021502422	0.020683214	0.0029239357
a37	0.0040194537	0.0005788584	0.0020459567	0.039902933	0.90755236	0.00020063543	0.015414732	0.020663828	0.009508486	0.00011285927
a8	0.0072356174	0.006976103	0.051884163	0.21742901	0.5904174	0.017751677	0.051117565	0.026835794	0.026438735	0.0039139856
a39	0.00735031	0.0031234808	0.01716284	0.123832695	0.77550834	0.006032961	0.035607062	0.016341167	0.014033283	0.001007833
a31	0.00831512	0.0062006125	0.042422358	0.18719734	0.66190726	0.015132106	0.04320319	0.017078167	0.016275879	0.0022679372
a39	0.0042697466	0.000641842	0.0023177555	0.043869678	0.9033668	0.0002284257	0.01662386	0.019759208	0.008808982	0.00011362874
a35	0.0077238274	0.0072508184	0.05310651	0.21308005	0.5970134	0.0185724	0.050426986	0.024742212	0.0243912	0.0036925958
a31	0.008407234	0.0056025945	0.03606833	0.17470752	0.69029546	0.0128692575	0.039826527	0.015753312	0.014605533	0.0018643264
a41	0.0042624413	0.00063493353	0.002289287	0.043445732	0.9028134	0.00022652265	0.016721932	0.020391861	0.009096911	0.00011694999
a13	0.007832128	0.0077309688	0.05724072	0.21804191	0.58498704	0.01995562	0.051043842	0.02471612	0.02452793	0.003923752
a35	0.009097026	0.0076463115	0.05071178	0.19742562	0.64368415	0.017979383	0.040299457	0.015583435	0.015033754	0.0025390869
a31	0.0095860725	0.008017951	0.05222633	0.19278666	0.6485813	0.018525044	0.037714165	0.015122239	0.014678658	0.0027615959
a20	0.004886421	0.0008233487	0.0031419937	0.054519013	0.891798	0.0003308346	0.019313449	0.017585117	0.007469404	0.00013233181
</S>	0.008804882	0.011646361	0.08451484	0.23143953	0.524351	0.027983826	0.050783224	0.02683665	0.02802392	0.0056157517
