 	non	aveva	dove	aveva	per	stare	</S>
a7	3.969529e-05	0.008465898	0.0563267	0.14000455	0.27722594	0.48434022	0.03359696
a31	0.027789744	0.027881708	0.04446946	0.08969194	0.14657527	0.625427	0.03816492
a29	0.0005090119	0.00852713	0.04900877	0.13992737	0.26121938	0.5148519	0.025956389
a19	2.965687e-05	0.001049566	0.01604426	0.07068768	0.14497036	0.75523114	0.011987385
a46	1.5232065e-05	0.0012274915	0.019330978	0.06669856	0.18894608	0.71358764	0.010194023
a31	0.00031166847	0.013181034	0.05333792	0.08245684	0.23801304	0.5989011	0.013798397
a38	5.5255783e-05	0.0038193322	0.07510799	0.1697172	0.38853136	0.34665588	0.016112978
a31	0.00017554777	0.008213792	0.034314208	0.06511706	0.1203138	0.7578134	0.014052169
a20	2.6873739e-05	0.0038330888	0.062816925	0.13772246	0.3367747	0.44881096	0.0100149615
a31	5.50389e-05	0.0051648454	0.018607015	0.046481792	0.11760709	0.79889375	0.01319053
a0	1.8574008e-05	0.002325373	0.026414704	0.06163162	0.15503293	0.7504947	0.004082167
a31	0.00014478837	0.0038188442	0.019709902	0.045922402	0.08553049	0.82707953	0.017794063
a46	5.2447485e-05	0.00085377065	0.0101165725	0.02720102	0.05777753	0.90225583	0.001742812
a18	0.00035943015	0.0019028005	0.027361015	0.079698905	0.18063636	0.6859123	0.024129264
</S>	0.00039177501	0.0018865573	0.03635439	0.10308118	0.25390455	0.5780948	0.02628674
