 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.19720225	0.14627403	0.06428754	0.1558676	0.40716353	0.029204993
a31	0.5673662	0.08436779	0.015362682	0.053076178	0.23482005	0.045007177
a24	0.19683425	0.12010855	0.01495841	0.049446452	0.5825713	0.03608098
a37	0.043423858	0.009040024	0.0019937695	0.043281488	0.8497081	0.05255282
a14	0.30222312	0.049309425	0.013366022	0.04867754	0.5567931	0.029630825
a29	0.5109037	0.15019752	0.08749657	0.05852559	0.17901146	0.013865159
a0	0.6782406	0.13511619	0.06271922	0.03389676	0.08291754	0.0071097235
a29	0.67918926	0.14263448	0.04948528	0.0258032	0.09335727	0.009530535
a20	0.74488956	0.11934941	0.04127129	0.0189331	0.06874882	0.006807783
a31	0.6936185	0.11656689	0.051092345	0.02402518	0.09955869	0.015138393
a24	0.06812094	0.058749102	0.09853027	0.31919318	0.41788635	0.037520174
a46	0.21250911	0.2182262	0.17451459	0.08777561	0.23367997	0.07329451
a31	0.1284606	0.21397883	0.2784631	0.16020656	0.16667946	0.05221143
a0	0.08571553	0.07087456	0.14187439	0.35133773	0.30479267	0.045405153
a20	0.065571874	0.24977455	0.3423137	0.1499099	0.14188927	0.050540727
a31	0.05142644	0.21904711	0.35691884	0.2044451	0.12626652	0.041895933
a46	0.07447391	0.041666307	0.07986403	0.38894722	0.3741725	0.040875956
</S>	0.029334981	0.1512009	0.38050365	0.26184115	0.14118175	0.035937585
