 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.5850471	0.0022560274	0.013226497	0.0046722353	0.31744564	0.013086175	0.042382225	0.018742697	0.0031413753
a24	0.9895235	0.0004516329	0.0011229918	0.00023075225	0.007111538	0.00030635725	0.00056922017	0.000311052	0.00037291105
a31	0.96252924	0.0008269259	0.0026611064	0.00058647385	0.025260298	0.0012441705	0.0026675146	0.0015644346	0.0026597173
a20	0.99394846	0.00039944614	0.00077107834	0.00022632809	0.0037234307	0.00015256063	0.00033613233	0.00022463704	0.00021778072
a0	0.7665218	0.0019267076	0.008099335	0.001372167	0.1868394	0.003909326	0.010987098	0.0058950162	0.014449104
a31	0.62575704	0.0016278243	0.007211464	0.0014590714	0.28457204	0.0043588267	0.026791373	0.016747477	0.031474892
a20	0.61138713	0.002562584	0.008017356	0.0020195832	0.32951775	0.0032135933	0.023034163	0.014694586	0.0055533117
a11	0.11785409	0.0008635595	0.006917126	0.00081798155	0.7691569	0.0063502328	0.049642008	0.021809882	0.026588246
a20	0.25762197	0.0009660968	0.0074473107	0.00086565263	0.6631259	0.005323842	0.035958145	0.014275908	0.014415178
a39	0.4623263	0.0011569532	0.010184095	0.0013510907	0.4842789	0.0047401837	0.020479469	0.008165564	0.007317439
a10	0.7351296	0.0015963727	0.011165036	0.0015778407	0.2346567	0.0022450204	0.008323644	0.0030781396	0.0022276961
a31	0.7238387	0.0016618269	0.0115337465	0.0018634497	0.2466529	0.0018688056	0.0071347984	0.0031197015	0.0023260545
a20	0.12902573	0.0015253735	0.0038846203	0.0009709119	0.7884453	0.003992222	0.04388409	0.02203797	0.00623375
a31	0.18841758	0.000773465	0.01048466	0.0022670852	0.7139428	0.0074882414	0.037062306	0.022620305	0.016943604
a11	0.06506084	0.0018025632	0.003332949	0.0009938071	0.88267	0.0031199604	0.030248838	0.010506946	0.0022641444
a20	0.042189747	0.0006527536	0.0034069084	0.0011302236	0.8986133	0.0024766813	0.026104659	0.016076813	0.009348984
a39	0.16999641	0.002193981	0.008055806	0.0036827936	0.6941633	0.00531966	0.054298576	0.04053081	0.021758666
a20	0.23459914	0.0043768575	0.013347077	0.005988191	0.6479535	0.004650067	0.045562536	0.030948	0.012574534
a31	0.26839116	0.0049383263	0.016387563	0.007787764	0.5769512	0.006198203	0.05725176	0.04231585	0.019778151
a46	0.12539051	0.009008686	0.012272463	0.0030010415	0.8418717	0.0015666473	0.0047552097	0.0016054596	0.0005282528
a31	0.2163483	0.012205337	0.019841395	0.0117513	0.6623232	0.0041610096	0.03727336	0.024279833	0.011816255
</S>	0.12683566	0.018037012	0.02485432	0.0074026175	0.8141098	0.0023133645	0.0042882203	0.0015605303	0.00059847743
