 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.00089849	0.00033667585	0.00048528783	0.025795268	0.29398206	0.0150402635	0.26835	0.3605542	0.032397587	0.002160215
a20	0.006028056	0.0048566354	0.0046045943	0.16306056	0.27914843	0.05621141	0.19991004	0.20689902	0.060260274	0.019020943
a31	0.012402453	0.0025787628	0.0047196597	0.6265543	0.19561	0.0120334765	0.061573803	0.067116864	0.0119980965	0.0054124687
a29	0.0020690975	0.0021295394	0.0010617598	0.20493925	0.25264564	0.04024048	0.21554765	0.21910913	0.050654255	0.011603292
a15	0.0021446375	0.00044623358	0.0009424718	0.41748354	0.28059116	0.006180377	0.12851687	0.14519885	0.012825649	0.005670235
a31	0.0011881713	0.00031498482	0.0009987511	0.20600052	0.3831147	0.0059988657	0.17076568	0.20779696	0.016888972	0.006932476
a18	0.0002779501	0.00024644268	0.00020566203	0.019038431	0.36042166	0.014450755	0.27911612	0.30236834	0.021337727	0.0025368673
a46	0.0018647121	0.00023555256	0.0021264316	0.20060879	0.42466825	0.004614582	0.1305066	0.21502957	0.0143176075	0.0060278834
a31	0.002574697	0.00036506768	0.0024753027	0.16474493	0.44761226	0.005699672	0.12962717	0.22751762	0.01433185	0.0050513926
a37	0.00020017764	0.00010567591	0.0002320846	0.0112481555	0.37702304	0.0067032515	0.25200298	0.33439904	0.016635781	0.001449742
a31	0.0026862076	0.00017008859	0.0020916187	0.281156	0.31319574	0.005299813	0.12184991	0.23969327	0.023205692	0.010651744
a41	0.0002635585	0.00010260184	0.00037141892	0.01576952	0.3802733	0.0031484226	0.21361539	0.37402675	0.011422477	0.0010066327
a31	0.001894181	0.00011776124	0.0010709566	0.36337993	0.20223941	0.003529497	0.13544399	0.24608418	0.0318511	0.014388935
a3	0.0009666159	0.00022444356	0.0010083056	0.04627324	0.36587206	0.0017848831	0.18676391	0.38661873	0.009509767	0.000978033
a31	0.0018801766	0.00020253127	0.0008947023	0.30623442	0.16513224	0.0023738504	0.1796887	0.29805815	0.03258274	0.012952523
a23	0.0048004063	0.0007115586	0.0024212773	0.07618477	0.28423747	0.0022142103	0.20759785	0.4085929	0.011854511	0.0013850381
a29	0.003640428	0.00076279294	0.002206179	0.1507808	0.14210378	0.003715895	0.25705525	0.3826056	0.03842392	0.018705333
a46	0.0032979627	0.0015909232	0.0024990095	0.109047785	0.14092016	0.0054275882	0.27133828	0.41087088	0.03557163	0.019435775
a23	0.0032567314	0.0022172558	0.0027908073	0.08829389	0.15061444	0.0070045833	0.27323142	0.4172743	0.03561277	0.019703811
</S>	0.0021032728	0.0016222341	0.0020562932	0.060099024	0.1523714	0.006378066	0.28623146	0.4391108	0.03473634	0.015291111
