 	è	che	stanno	ancora	svegli	</S>
a31	0.0037823478	0.007893881	0.34373322	0.15851936	0.46202296	0.02404821
a11	0.073020056	0.031826638	0.111171335	0.09537492	0.6356858	0.052921224
a7	0.026043743	0.0054585505	0.049429536	0.10069282	0.7397713	0.078604035
a24	0.014153911	0.003956011	0.12237294	0.10162159	0.669084	0.08881155
a31	0.009264025	0.005240507	0.16791639	0.11388619	0.6146426	0.08905024
a20	0.008482158	0.00433412	0.39692476	0.20535167	0.35685822	0.028048975
a31	0.032386396	0.010466431	0.26360598	0.1063159	0.49658084	0.09064446
a46	0.0044389647	0.0027610592	0.4913151	0.17394322	0.30595136	0.021590276
a41	0.006087643	0.002724044	0.3227662	0.13125451	0.42555848	0.11160907
a31	0.015431694	0.010586247	0.39190248	0.1135046	0.35917178	0.10940309
a33	0.0039438247	0.0022075295	0.61717045	0.19589195	0.16366701	0.017119264
a31	0.024298768	0.006229712	0.3855734	0.13206893	0.37906647	0.07276271
a0	0.015832048	0.0048842723	0.5669201	0.17360947	0.22748767	0.011266507
a31	0.012642606	0.0036775873	0.18476559	0.15950073	0.5684872	0.0709263
a20	0.038862593	0.009684972	0.5035711	0.16779543	0.26744756	0.012638225
a28	0.00696477	0.0030142516	0.119546816	0.16215357	0.651292	0.05702857
a11	0.012543932	0.0062366407	0.12548263	0.15386093	0.6552417	0.046634194
</S>	0.0141088385	0.008599904	0.1884462	0.17077534	0.57517284	0.04289692
