 	non	ho	cosa	a	fare	</S>
a8	0.0034348764	0.43128514	0.00912907	0.24597485	0.23134331	0.078832746
a31	0.53070956	0.3111819	0.004549614	0.036854375	0.039022475	0.07768204
a37	0.07479302	0.46818554	0.0058972468	0.120671526	0.21661453	0.11383803
a11	0.032289468	0.25453487	0.0045023817	0.23370652	0.2819976	0.19296916
a13	0.015056748	0.16250327	0.004978033	0.26424375	0.39679977	0.15641852
a20	0.018315347	0.34940898	0.0078649735	0.1758282	0.35854632	0.09003625
a31	0.023117363	0.3725051	0.008434708	0.13733137	0.39597473	0.06263683
a8	0.0051119877	0.1821497	0.002474149	0.35903344	0.25857022	0.19266042
a31	0.003807731	0.1664345	0.0019916475	0.22335845	0.5421232	0.062284455
a46	0.03837715	0.1659051	0.003440018	0.36138818	0.3630183	0.06787115
a8	0.0011995494	0.032465134	0.0016832981	0.18287754	0.74061877	0.04115573
</S>	0.0014814596	0.031205282	0.0015753326	0.13580227	0.8070408	0.022894897
