 	deve	essere	bianco	</S>
a31	0.970698	0.0070841433	0.019688988	0.0025288828
a11	0.98397994	0.0029568407	0.010533925	0.002529155
a31	0.9892747	0.0021109788	0.007131501	0.0014828446
a37	0.9475469	0.0072567286	0.036654286	0.008542072
a31	0.95462674	0.004401788	0.034918047	0.0060533998
a37	0.82108676	0.018929603	0.14070722	0.019276394
a31	0.8013943	0.004355717	0.17783767	0.01641234
a20	0.70144683	0.02081134	0.25315467	0.024587171
a31	0.78730303	0.0036871654	0.1958999	0.013110015
a0	0.83283854	0.017269235	0.14023046	0.009661694
a31	0.6170513	0.014421084	0.3152723	0.053255346
a20	0.9132932	0.020972544	0.057195257	0.008539071
a18	0.25285736	0.05123126	0.458486	0.2374254
</S>	0.18264766	0.07516318	0.44140226	0.30078694
