 	che	consuma	poco	benzina	</S>
a31	0.22659883	0.28072283	0.003717918	0.45505798	0.033902384
a41	0.017613277	0.041761883	0.00025256694	0.93738806	0.002984158
a31	0.006229221	0.04170813	0.00028543395	0.94692725	0.004849952
a28	0.025429718	0.012370432	0.00017114768	0.9575516	0.0044770036
a24	0.0019211896	0.09629778	0.0007506014	0.8723682	0.028662246
a31	0.0019156901	0.18390739	0.0024280837	0.75108385	0.060664997
a11	0.015861735	0.14286147	0.002266717	0.7798419	0.059168216
a31	0.00033637753	0.05091945	0.0005484516	0.91385347	0.03434235
a46	0.014951809	0.08304379	0.0026901888	0.87173015	0.02758404
a31	0.0035384153	0.029094264	0.002105223	0.94745207	0.017810052
</S>	0.13566379	0.22135283	0.006102887	0.6115845	0.02529595
