 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.0027213863	0.033372197	0.038727123	0.02055037	0.45115417	0.24035524	0.20131733	0.011802222
a0	0.067413636	0.0269133	0.012784401	0.0048134974	0.72648317	0.05342145	0.090911426	0.017259087
a28	0.011669209	0.0175958	0.0125124995	0.005670112	0.6328044	0.07932144	0.20870729	0.031719282
a31	0.0019413515	0.005496875	0.007951453	0.0024958705	0.7179773	0.084197566	0.17103514	0.008904441
a24	0.0009948773	0.007599682	0.016926363	0.012019839	0.68990475	0.13170956	0.137571	0.0032738673
a46	0.00046978844	0.0052394476	0.014372806	0.0039641466	0.64778185	0.12397822	0.19486718	0.009326537
a31	0.011632663	0.057311922	0.08696864	0.028423293	0.46168724	0.24992958	0.096186586	0.00786006
a24	0.0016657123	0.01689496	0.043969296	0.04274594	0.5066874	0.21729183	0.16214514	0.008599714
a31	0.0047172755	0.031664263	0.050952118	0.016616121	0.4627496	0.19104858	0.21627891	0.025973115
a20	0.0029095323	0.03323364	0.08892596	0.06826049	0.41101697	0.25692248	0.13060254	0.008128347
a29	0.0019806486	0.010098019	0.009516511	0.002585524	0.7595058	0.08724526	0.12229539	0.006772895
a20	0.003992202	0.028053312	0.032688938	0.0057604765	0.7594347	0.09166098	0.0753209	0.0030885849
a29	0.0032906968	0.02146815	0.038528327	0.012101363	0.76462156	0.08752572	0.068871684	0.003592479
a13	0.0011294698	0.014484338	0.021522274	0.0072750887	0.8703107	0.049649328	0.033919863	0.0017088138
a17	0.0007785159	0.014027125	0.026636075	0.010753534	0.8658423	0.04527187	0.03346472	0.0032258956
a31	0.00050690235	0.011627558	0.023287972	0.01056774	0.87215585	0.042013623	0.035832338	0.0040079146
a44	0.00024147218	0.0020145571	0.004732	0.0013698321	0.9318813	0.023289045	0.034060184	0.0024116486
a8	0.00168302	0.05029534	0.16685207	0.07728617	0.5771594	0.08172461	0.038167175	0.0068321987
a6	0.00025530896	0.0071195336	0.03734959	0.018406397	0.82407004	0.059005402	0.05033626	0.0034574564
</S>	0.00030030432	0.00798011	0.03956186	0.019572765	0.81917834	0.060246024	0.04946611	0.003694448
