 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.049690593	0.033123963	0.064564176	0.023162832	0.00057409017	0.03205834	0.011299871	0.7406447	0.044881392
a20	0.083847985	0.009376153	0.020553952	0.004425831	2.0973344e-05	0.00094678806	0.005531862	0.77776647	0.09753
a28	0.062381446	0.0044486187	0.0031847558	0.00046200296	1.0852173e-05	0.00019987756	0.0027402649	0.85460126	0.07197085
a31	0.028337263	0.0015439045	0.0013346925	0.00021198919	1.1128315e-05	0.00033446244	0.0018527561	0.93347377	0.032899965
a39	0.063845396	0.0021113635	0.008929629	0.0025681828	7.123273e-05	0.0062186965	0.015075585	0.8485	0.052679915
a24	0.012752204	0.0011419691	0.0008871974	0.00015893062	7.1825098e-06	0.00042268418	0.0013846433	0.9616859	0.02155937
a31	0.020213747	0.0020236126	0.0022345306	0.00040708593	1.129802e-05	0.00086878584	0.0014859836	0.9505422	0.022212768
a17	0.0175179	0.0027258294	0.004271195	0.0015398858	9.157928e-05	0.0051032784	0.009244995	0.92463624	0.03486925
a31	0.005910059	0.000783996	0.0002843152	7.150905e-05	6.940634e-06	0.00042702875	0.0013617319	0.9769619	0.014192482
a39	0.020590503	0.006151954	0.003958894	0.0015297389	0.0003263964	0.0016233516	0.0013456318	0.9432348	0.021238646
a41	0.021741923	0.0015596311	0.0009080544	0.00040764984	0.00010941194	0.0014894812	0.0053435173	0.92881435	0.039626017
a31	0.022381816	0.0014120047	0.0025908006	0.0015275232	0.00020789882	0.011640055	0.01604069	0.8745896	0.0696096
a33	0.31003416	0.042708844	0.013027779	0.0049232566	0.0012676991	0.008151443	0.003961505	0.6005518	0.015373462
a31	0.08624694	0.0035363885	0.0038608408	0.002061811	0.00033034122	0.006806966	0.0075397277	0.8470748	0.042542078
</S>	0.39293835	0.045149274	0.014992722	0.0064530876	0.0016953058	0.011046983	0.004535022	0.50905275	0.0141365575
