 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.1295741	0.10512513	0.40122256	0.31082293	0.052734252	0.00012205087	0.0002445336	0.00013373369	2.0805128e-05
a24	0.087824345	0.060557146	0.13482487	0.49347445	0.20075154	0.0065549295	0.0073032584	0.007775502	0.00093395537
a18	0.33699125	0.082202874	0.144893	0.25236022	0.14058399	0.007392983	0.0013626406	0.030608684	0.003604334
a31	0.3617935	0.09049436	0.16225465	0.24402389	0.12619424	0.0046547595	0.00032249573	0.009131194	0.0011309696
a37	0.07068809	0.07614293	0.14761606	0.47324887	0.22404294	0.0030866147	0.0023991973	0.002515048	0.00026017506
a21	0.38277307	0.07165201	0.22365679	0.24524426	0.07366683	0.0004908427	6.0893515e-05	0.0019980026	0.0004572178
a31	0.12486973	0.09202646	0.19816561	0.4821166	0.10161698	0.00035059574	9.143914e-05	0.00061320176	0.00014936563
a37	0.2051701	0.09974448	0.39758283	0.2209672	0.0737373	0.00063532667	0.0006363539	0.001338249	0.00018820383
a19	0.25073883	0.08260103	0.2839798	0.34187618	0.039331414	0.0002348644	5.170527e-05	0.0008627338	0.0003233975
a37	0.10923199	0.08322816	0.18620865	0.56101966	0.058719747	0.00024169227	0.00019069892	0.0008164854	0.00034292595
a31	0.06682422	0.090300635	0.16375895	0.6066011	0.07220744	0.00019147742	2.684165e-05	6.497702e-05	2.4330693e-05
a39	0.15575522	0.12045545	0.40376645	0.25763145	0.060061593	0.0005103438	0.0006773093	0.00095061644	0.0001915989
a35	0.18883222	0.06865061	0.26643124	0.44452664	0.030837022	0.00016586266	3.442148e-05	0.0003633368	0.00015863315
a20	0.081178986	0.051573325	0.18603058	0.64102286	0.039968256	8.734095e-05	1.8242788e-05	8.686332e-05	3.3563192e-05
a31	0.07364815	0.063066006	0.18358271	0.635591	0.044029605	5.516277e-05	4.983178e-06	1.5418693e-05	7.0603364e-06
a33	0.15031432	0.095767364	0.43598634	0.27246535	0.04424264	0.00022278652	0.0002811994	0.00059896545	0.000121112964
a23	0.07114382	0.031514004	0.19026904	0.68137896	0.025328709	5.41119e-05	2.3421506e-05	0.00021798529	6.9975e-05
a31	0.045902107	0.026754884	0.1711231	0.7323131	0.023849314	2.4888552e-05	4.448874e-06	2.0453404e-05	7.722175e-06
a37	0.16732368	0.07112375	0.49390575	0.23785412	0.0290015	0.00014265218	0.0001314567	0.0004424472	7.464086e-05
a31	0.13081971	0.016116707	0.28577164	0.5560757	0.01094932	3.0266023e-05	5.115566e-06	0.00016781449	6.3731044e-05
a3	0.16187547	0.057251234	0.50770926	0.2509863	0.02160739	0.00011012518	6.891221e-05	0.00033848576	5.2791744e-05
a11	0.11734229	0.014892627	0.26647353	0.59108645	0.009789428	3.6001133e-05	4.883607e-06	0.00029241625	8.229471e-05
a31	0.09798763	0.012164774	0.24948359	0.63129646	0.008682483	2.812207e-05	4.4349927e-06	0.00027767773	7.4786636e-05
a37	0.16487844	0.050351642	0.49927488	0.27148393	0.013712191	8.926744e-05	1.7121474e-05	0.00017320151	1.9313944e-05
a11	0.121342264	0.01854328	0.267918	0.57932854	0.01243544	4.451602e-05	5.374378e-06	0.00031006482	7.25458e-05
a39	0.091177106	0.014406972	0.24281782	0.6395775	0.011557248	3.170912e-05	6.4426517e-06	0.0003471335	7.798268e-05
a20	0.06338498	0.012596673	0.20506229	0.7069046	0.011775255	2.3405533e-05	6.157055e-06	0.00020173204	4.4906043e-05
a44	0.071081705	0.010430774	0.21291468	0.6950246	0.010096142	2.490625e-05	1.2200776e-05	0.0003368762	7.8049714e-05
a31	0.07106279	0.013056524	0.24707548	0.66021866	0.008030665	2.5105619e-05	2.1871338e-05	0.00040531904	0.00010359195
</S>	0.18781051	0.058036536	0.47142962	0.2715138	0.011083655	0.000108281594	3.2691598e-06	1.27561525e-05	1.6341395e-06
