 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.0012480993	0.0048334706	0.03047227	0.14722174	0.3217554	0.41210324	0.0043415856	0.0011835207	0.07518612	0.0016545245
a28	0.01296145	0.027240323	0.10174127	0.16168505	0.23100667	0.23618473	0.070029825	0.021291114	0.119011484	0.01884803
a24	0.037222635	0.04440536	0.0646398	0.1610204	0.25968856	0.317935	0.027767062	0.013383635	0.0656161	0.008321485
a28	0.00903564	0.022528589	0.055203576	0.15770754	0.21377598	0.22183737	0.018245487	0.021322897	0.2366325	0.043710332
a31	0.008352445	0.017949153	0.03457474	0.17306761	0.31257918	0.4044896	0.0047336435	0.004954041	0.035910886	0.0033887303
a20	0.0011464761	0.008375239	0.06213549	0.19073448	0.32419416	0.29275963	0.00593424	0.0016288327	0.10949471	0.0035967624
a31	0.0034789995	0.0078106467	0.01820636	0.120243855	0.30640724	0.5168121	0.0017798721	0.0026434995	0.021130277	0.0014870921
a13	0.000517415	0.0046113795	0.033459563	0.15265186	0.3399129	0.37633362	0.0032222196	0.0010113987	0.08699874	0.0012808936
a31	0.0017135456	0.0026896868	0.01093228	0.09400441	0.29760653	0.5615645	0.0021212786	0.0039750994	0.023530167	0.0018625107
a41	0.00042159154	0.0033222768	0.023613457	0.13217299	0.3370861	0.4137074	0.0028454293	0.0009483906	0.08491951	0.0009628686
a33	0.0017605573	0.0015468824	0.006596133	0.08245565	0.27527902	0.5933212	0.0023829155	0.0058340495	0.027900156	0.002923539
a8	0.00048932387	0.0008714303	0.0055619124	0.06413947	0.31007868	0.58875793	0.0014658467	0.0024842145	0.024833443	0.0013177864
a24	0.0004713721	0.00056328013	0.0034836428	0.054656185	0.28594396	0.63404536	0.0009464268	0.0013732691	0.017526127	0.0009904106
a37	0.0011766264	0.0015166467	0.008092733	0.07281881	0.2997712	0.5956871	0.0018372651	0.0027890282	0.015080228	0.0012302966
a5	0.0015233967	0.0011206769	0.006659409	0.0582873	0.27401498	0.6408256	0.0012616011	0.001778531	0.012857423	0.0016711435
a31	0.0038697603	0.0022663558	0.010395368	0.06677839	0.26419595	0.6167922	0.002726749	0.0053799697	0.022284118	0.005311151
a20	0.00034701158	0.0012505297	0.00837024	0.084261805	0.3196045	0.52939576	0.0022378645	0.00091401744	0.05313223	0.00048611758
a31	0.0021284504	0.0007700775	0.0036990398	0.058201417	0.24532025	0.63521373	0.002770598	0.007831517	0.036332004	0.007732869
a8	0.00033366284	0.00073464937	0.004363622	0.06318694	0.29882675	0.59455216	0.0014357676	0.0005181094	0.035806447	0.00024190497
a31	0.0011758736	0.0006670566	0.0020948271	0.035147853	0.21846464	0.6794481	0.0020296357	0.0034597958	0.051476665	0.006035488
a20	0.0004809458	0.0006675049	0.0026082622	0.045725685	0.24960972	0.64343	0.0010329112	0.00039023953	0.05578234	0.00027250982
a24	0.0016515212	0.0011462163	0.0031824252	0.040668666	0.20488523	0.5589247	0.005023378	0.010016797	0.14384389	0.0306572
a31	0.0017874686	0.0010796868	0.0031917107	0.03898682	0.22122163	0.6183577	0.0037815168	0.009059223	0.083444424	0.019089801
a37	0.0008825524	0.00085196516	0.002524624	0.042697012	0.23459408	0.67611045	0.0014271691	0.00043204118	0.04014748	0.000332619
</S>	0.0016907003	0.001745692	0.004834733	0.043372016	0.18563387	0.4636128	0.0063118413	0.010861539	0.23750032	0.04443639
