 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.0069336896	0.0010014394	0.0617255	0.06935446	0.33040178	0.11908595	0.04638156	0.03466227	0.036780134	0.23419791	0.05947536
a31	0.007277187	0.0043614055	0.045079716	0.11594727	0.23406206	0.03751418	0.063068904	0.1367626	0.17509243	0.16630045	0.014533833
a17	0.0018880432	0.0008108649	0.03494	0.09061947	0.28341833	0.0970792	0.047750283	0.08073864	0.17663857	0.16625465	0.019861985
a41	0.0007189908	0.00014866471	0.02432158	0.06676604	0.21924314	0.10660812	0.061819818	0.0940078	0.16748253	0.22128934	0.03759392
a31	0.0019477424	0.00040192326	0.03151119	0.039809648	0.2586849	0.087416805	0.051012363	0.061079253	0.12889688	0.29978257	0.039456684
a38	0.0017592616	0.00022473268	0.06378798	0.075798154	0.34600827	0.1782755	0.038624	0.031552862	0.032975134	0.19505574	0.03593834
a31	0.002576446	0.00055902754	0.027367584	0.046499345	0.23351088	0.07744309	0.058724903	0.07813412	0.14968738	0.27831098	0.04718624
a17	0.0035767742	0.00060629303	0.08574281	0.0828796	0.29792657	0.19396253	0.048155	0.03428494	0.029823	0.17129888	0.051743686
a31	0.0018682941	0.00036056348	0.02684847	0.04752404	0.24099508	0.09637785	0.045176044	0.06821018	0.14325604	0.27686694	0.05251652
a39	0.007747206	0.0016878333	0.11823251	0.08918855	0.26778764	0.19036801	0.052249055	0.033454705	0.029482706	0.15208466	0.057717178
a35	0.00062692945	0.00013136557	0.01081721	0.022203838	0.28709045	0.033923127	0.015569275	0.041474435	0.10557056	0.4512511	0.031341676
a31	0.0007049026	0.00017016374	0.012039307	0.021983488	0.29220772	0.024716815	0.01162979	0.038331598	0.09966131	0.47285813	0.02569674
a46	0.0053605284	0.0007945019	0.05537203	0.059277672	0.3603056	0.15693131	0.031493753	0.02663338	0.025879152	0.22565268	0.05229934
a38	0.00026800612	8.4442116e-05	0.0055590365	0.013888294	0.26068574	0.010904751	0.004638248	0.028187642	0.07801919	0.5758864	0.021878162
a13	0.00019764302	8.4272695e-05	0.006214344	0.014620965	0.23536445	0.0057657696	0.0034132036	0.028583387	0.07010543	0.6213459	0.01430463
a11	0.00029987263	0.00013855599	0.010219154	0.01861472	0.25066003	0.0055242777	0.0038999568	0.03320954	0.07193087	0.59406817	0.011434834
a13	0.00043710822	0.00025304785	0.017295593	0.02417561	0.23302326	0.0051005897	0.004775118	0.04050952	0.06853575	0.59773344	0.008160932
a31	0.0012169465	0.000798063	0.04110398	0.03289836	0.2316425	0.0065863878	0.0063829	0.043474782	0.05943072	0.5685781	0.007887172
a49	0.0014120574	0.00035546647	0.01596472	0.02322008	0.38949344	0.033569466	0.007976292	0.015237798	0.018745672	0.4596941	0.034330953
a13	0.00015923785	0.0001609948	0.008711646	0.016408585	0.13422854	0.0028109539	0.0019383201	0.033385888	0.047072664	0.74731433	0.0078087864
a20	0.0005251497	0.0006028999	0.018238453	0.019219192	0.12938252	0.0051779803	0.0027643838	0.028100783	0.035580244	0.74950683	0.010901589
a31	0.0008234443	0.0009904852	0.018718926	0.01823262	0.13622007	0.012726423	0.0067514796	0.023630796	0.03391754	0.72851306	0.019475132
a8	0.00176749	0.0013750392	0.027103204	0.035786826	0.26504108	0.006951779	0.0045694783	0.018939782	0.01656989	0.6080724	0.013823026
a31	0.0023316315	0.002686055	0.026639799	0.026246395	0.16024275	0.0186193	0.005432291	0.028236208	0.042214934	0.6702984	0.017052254
a45	0.0027161776	0.0025077618	0.051451467	0.048469905	0.34597754	0.008940895	0.007973794	0.021579597	0.018114246	0.48375988	0.008508767
a31	0.0036314612	0.0042766654	0.039009005	0.03699039	0.2338609	0.012902746	0.00795206	0.043995176	0.09027306	0.51662695	0.0104816435
</S>	0.0027797052	0.0027533993	0.072002985	0.058893945	0.32386422	0.010554457	0.013743201	0.028910717	0.021117952	0.45679078	0.008588723
