 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.0065693096	0.9622018	0.016564148	0.0013708085	0.0067744297	0.0039194976	0.0025999944
a31	0.49075186	0.47787458	0.021954855	0.0009897343	0.0044081127	0.0013821251	0.0026387053
a20	0.16887157	0.797469	0.009652974	0.0011841975	0.006055041	0.008357451	0.008409736
a31	0.25135335	0.68504626	0.038443793	0.0026225054	0.009702813	0.0034762106	0.009355207
a20	0.19745253	0.7739721	0.009020221	0.0012749516	0.00477349	0.0055227475	0.0079839695
a38	0.06355576	0.7912729	0.056833237	0.0062131057	0.02690355	0.011005932	0.04421556
a31	0.18628827	0.71734357	0.024311826	0.0029340428	0.024234053	0.013189051	0.031699102
a29	0.05327023	0.89453286	0.021093566	0.0025407774	0.005678876	0.008671002	0.014212734
a20	0.056761023	0.7660835	0.038785398	0.003371468	0.060120434	0.023982942	0.050895162
a31	0.10137404	0.8478537	0.02503993	0.0013854328	0.015927995	0.0031020045	0.005316858
a20	0.028153162	0.927316	0.017047064	0.001589311	0.0077747903	0.008758755	0.009360776
a46	0.015968302	0.8836921	0.04701025	0.0013450165	0.032114495	0.007195553	0.012674249
a31	0.052618437	0.91409105	0.021629095	0.00045919893	0.006838434	0.0016374657	0.0027263844
a20	0.017846752	0.95318735	0.0144378105	0.00076579466	0.0063034794	0.0035550254	0.0039039198
a31	0.006252438	0.92294514	0.029048953	0.0005217612	0.01908551	0.008723273	0.013422946
a39	0.0142591605	0.96344304	0.013384567	0.00074530515	0.0050453246	0.0015190513	0.0016036204
a0	0.012387553	0.92986214	0.016214624	0.0005554327	0.015231023	0.010765377	0.014983923
a20	0.028704897	0.93030834	0.012165667	0.00041162825	0.009077827	0.008194868	0.011136685
a23	0.021483026	0.8960016	0.012775817	0.0006306229	0.017990759	0.022569321	0.028548842
a31	0.0154760415	0.9628723	0.006407576	0.00023743455	0.004370542	0.0049195117	0.0057166307
a20	0.048882153	0.9258518	0.021663766	0.0012525422	0.0016395744	0.00032810116	0.00038202768
a31	0.03312407	0.78882235	0.014750758	0.0021427427	0.039512135	0.06256264	0.059085187
a46	0.09756445	0.8592038	0.03886793	0.0021570427	0.0014141032	0.00037838184	0.00041422425
</S>	0.14453669	0.6449158	0.03550587	0.007869463	0.035372574	0.058311004	0.07348874
