 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.0039953147	0.0011973616	0.076050356	0.43993294	0.43320805	0.04561594
a31	0.08711346	0.0015187336	0.0486644	0.3448194	0.3861703	0.13171375
a8	0.0034879646	0.00021511863	0.009467967	0.48307326	0.47650245	0.027253319
a31	0.0014288375	0.00023149674	0.012009257	0.4888039	0.43149856	0.06602795
a15	0.007115527	0.00014216105	0.0042929268	0.43857	0.52903455	0.02084485
a13	0.0017662933	0.00041420877	0.030672887	0.47197044	0.35451663	0.14065956
a24	0.0065429867	0.0009863554	0.13357368	0.37997574	0.21591859	0.26300266
a31	0.004506327	0.0007791833	0.15645559	0.34495407	0.18921065	0.30409423
a18	0.006055324	0.00071415387	0.061020512	0.48994294	0.36074656	0.08152058
a31	0.004189466	0.0005016703	0.11715444	0.40383875	0.27346787	0.2008478
a20	0.024802467	0.0038705019	0.0973678	0.6405598	0.13509962	0.09829986
a11	0.004471387	0.0006475026	0.03774804	0.56591105	0.27714255	0.114079475
a8	0.006593599	0.0005377124	0.045380175	0.5738658	0.2869107	0.08671203
a31	0.011419784	0.0008453309	0.047365617	0.6028258	0.27550134	0.062042154
a8	0.110115245	0.010742409	0.07705027	0.5676752	0.1918221	0.042594846
a31	0.010120489	0.0009270813	0.048839267	0.5741064	0.30609518	0.059911523
</S>	0.05115681	0.005886717	0.0475987	0.57928634	0.27754837	0.03852308
