 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.045328002	0.5787219	0.008596413	0.0002789044	0.01466886	0.002505016	0.050665226	0.12590884	0.0024025769	0.0030072408	0.16296457	0.0033593178	0.001593157
a28	0.40043283	0.40551984	0.038810134	0.00074418937	0.02054516	0.008740082	0.058214977	0.05516882	0.0016024897	0.0019467792	0.005270572	0.001456179	0.0015480084
a15	0.27708066	0.2444861	0.01035331	0.00048092258	0.0082867	0.0050507486	0.16320902	0.23902993	0.0031606234	0.0041383915	0.030827062	0.0068841795	0.0070123416
a31	0.15149513	0.14603405	0.0046867463	0.00023610936	0.004742058	0.0025470841	0.23893632	0.36825976	0.002931356	0.003739666	0.055641923	0.0101361	0.010613803
a20	0.20093356	0.54503524	0.009439402	0.0005151294	0.0023622026	0.00060228346	0.075899504	0.09157223	0.0039766976	0.004608853	0.061365545	0.002290308	0.0013990536
a31	0.15106165	0.27184963	0.0065371525	0.00028456116	0.011190514	0.003571466	0.17017694	0.3628826	0.00027404173	0.00033262811	0.018266754	0.001503548	0.0020685815
a35	0.1026191	0.49859616	0.0074722436	0.0005832479	0.004030203	0.000810383	0.11060668	0.1693052	0.002251154	0.0025250278	0.098457225	0.0016091717	0.0011342806
a8	0.07654645	0.18999256	0.004840766	0.00022603125	0.010064612	0.0037962252	0.17552145	0.4846742	0.0003324482	0.00038344885	0.04461718	0.0040031425	0.0050014923
a31	0.101829715	0.5982262	0.0077931224	0.00037298037	0.008828985	0.001550622	0.05684837	0.15902671	0.00058917986	0.0006658936	0.062077112	0.0012416653	0.0009494519
a29	0.016036486	0.20226559	0.0029250155	0.0001974167	0.012313948	0.0026843576	0.18094902	0.34374723	0.001723907	0.0017886392	0.23191147	0.0022782867	0.0011786834
a41	0.11460684	0.6271654	0.019998856	0.0005870867	0.023751585	0.005767902	0.06912735	0.12433523	0.00015830756	0.00016648152	0.012152098	0.0010082099	0.001174716
a37	0.09778067	0.7698559	0.030283092	0.000954541	0.030057458	0.0032874665	0.024804961	0.03547088	0.00015418063	0.00016255192	0.0068010655	0.00019399688	0.00019319872
a24	0.120507725	0.7594676	0.04477499	0.0013525737	0.03545802	0.0038175134	0.012329091	0.018297931	0.0001452057	0.00014758804	0.0033577878	0.00016839	0.00017566943
a28	0.16093998	0.64628196	0.060566116	0.0026838924	0.0341467	0.009686189	0.02745284	0.049322434	0.00033665204	0.0003645781	0.006788509	0.00065134675	0.00077882543
a31	0.118484974	0.7335334	0.07064547	0.0024386896	0.048536822	0.004674389	0.0062245736	0.010739776	0.00031994397	0.0002901063	0.0030270563	0.0005232414	0.0005615328
a20	0.014478561	0.3068495	0.013281592	0.0004501335	0.10084258	0.020478455	0.18564981	0.24444947	0.0016716347	0.0017327344	0.10527502	0.0030372788	0.0018032095
a24	0.099248715	0.6772183	0.07768727	0.0028360307	0.080197856	0.010627025	0.014658198	0.021764416	0.0011185921	0.0009670292	0.0076201702	0.0029010808	0.0031553267
a31	0.064170375	0.7683992	0.07507487	0.0015316904	0.06628173	0.007518752	0.0061312853	0.008046087	0.00014002393	0.0001276761	0.001612641	0.00046527624	0.0005004317
a13	0.010330979	0.42264798	0.014786575	0.0003951466	0.19593795	0.03187599	0.16314341	0.12443283	0.00053721183	0.0005858972	0.03282768	0.0015661818	0.0009322104
a18	0.04065108	0.74581605	0.055385876	0.001800393	0.09100086	0.009570697	0.019264726	0.01898586	0.0010432742	0.0008718961	0.008195258	0.003685159	0.0037287583
a31	0.03436558	0.7416036	0.052619778	0.001963883	0.08591565	0.008507056	0.027117943	0.021577492	0.0017784861	0.0014682113	0.014058598	0.0046646777	0.004359056
a11	0.01008447	0.5346126	0.0150543945	0.00043256025	0.27298334	0.025272861	0.08350807	0.046816517	0.00023919535	0.0002622874	0.009732407	0.000658797	0.00034255424
a31	0.031806774	0.6693787	0.048574504	0.0025468073	0.093998134	0.013854678	0.05214409	0.03955497	0.0043345382	0.0037561597	0.023458531	0.008704318	0.00788781
a46	0.013062583	0.5154838	0.018275876	0.0006580966	0.32152945	0.019877443	0.057726257	0.041636635	0.00025795188	0.0002856931	0.010452112	0.00052415073	0.00022991044
a31	0.019608457	0.52792525	0.027633863	0.0014762356	0.115933515	0.015292834	0.09838219	0.09946355	0.0059083113	0.0057340236	0.062346548	0.011969052	0.008326168
a8	0.018230258	0.45038548	0.018959906	0.0012997835	0.3246759	0.016975848	0.074031256	0.07027858	0.00029351946	0.0003330306	0.023637589	0.00069177453	0.00020717244
</S>	0.021892417	0.31191126	0.013083711	0.0012630544	0.12697898	0.01308839	0.16980472	0.21212427	0.0027017388	0.0028983545	0.109493524	0.010537935	0.004221652
