 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.8303496	0.0015426408	0.011935878	0.059352227	0.0147545785	0.003134917	0.07432463	0.0046054637
a0	0.37259477	0.00068933185	0.00070483645	0.022615766	0.0012468137	0.00052875566	0.5989308	0.0026888882
a31	0.28586274	0.0006066003	0.00075392943	0.05530859	0.0024055464	0.0023056704	0.63671285	0.016044028
a17	0.70925146	0.0007052669	0.00052321237	0.020694282	0.0010618859	0.0005753076	0.2633154	0.0038732453
a20	0.3210641	0.00054513686	0.0012351375	0.10132503	0.010015117	0.0109090535	0.50712305	0.04778336
a31	0.4843205	0.0008367209	0.0026200563	0.10753997	0.014131245	0.014562456	0.3295042	0.0464849
a37	0.73390555	0.0021234606	0.007479909	0.123013996	0.030379819	0.005691299	0.084355645	0.013050357
a15	0.10758307	0.00070244586	0.006782601	0.22186397	0.038525913	0.038559306	0.47349876	0.11248388
a46	0.34288636	0.0012712611	0.010363874	0.17099375	0.030311633	0.028561495	0.33860824	0.077003434
a24	0.84798986	0.0014102976	0.0045807413	0.040829077	0.007075304	0.0058704596	0.07823594	0.0140083805
a31	0.75436586	0.0023745936	0.010382457	0.061662477	0.016585091	0.015351822	0.10713557	0.03214203
a18	0.42644474	0.0027487047	0.016342219	0.30801213	0.09340775	0.01720525	0.09899646	0.03684275
a11	0.36617485	0.0013667252	0.010325328	0.1519214	0.02867638	0.028376734	0.34910238	0.0640562
a35	0.8071983	0.001579069	0.0061673597	0.0492113	0.009947479	0.0075480235	0.10098003	0.017368393
a31	0.7997647	0.0015591866	0.0073800487	0.056731366	0.009870295	0.0060167117	0.10286482	0.015812943
a13	0.1360484	0.0016001399	0.008295881	0.4865608	0.07304167	0.017325563	0.22162332	0.055504188
a11	0.3457188	0.0012699605	0.009594779	0.15162633	0.037694585	0.029682705	0.34179783	0.082615025
a31	0.47590655	0.0020906625	0.0132095255	0.13002059	0.034569867	0.021945976	0.25506705	0.06718969
a46	0.09644561	0.0016772618	0.0041277697	0.4423858	0.02910848	0.007158992	0.38157567	0.037520364
a31	0.1465488	0.0012109632	0.006845232	0.17140462	0.036011226	0.022594795	0.50726515	0.10811922
a24	0.19659533	0.004112263	0.004454878	0.31808838	0.014682911	0.0027077196	0.44700137	0.012357101
a35	0.06523261	0.00055216777	0.0018342875	0.13964643	0.015109533	0.0074689267	0.72500145	0.045154594
a31	0.17225644	0.0035647578	0.006857699	0.18328847	0.02764773	0.008899643	0.55704576	0.040439423
a46	0.29783952	0.009197191	0.007991467	0.2680222	0.01446075	0.002303112	0.3949811	0.0052046264
a31	0.08118885	0.0029212225	0.0035005761	0.19567175	0.022215597	0.008168828	0.6600418	0.02629138
</S>	0.34929618	0.016647436	0.012760892	0.20303178	0.01754971	0.0033722818	0.3923992	0.004942531
