 	io	non	ho	cosa	da	mangiare	</S>
a31	0.87513113	0.0012109348	0.12168029	0.0008017974	0.00032534386	0.0007004157	0.00015002779
a37	0.48140925	0.03602522	0.2503302	0.0009910963	0.00028039474	0.22805479	0.0029089823
a31	0.6791246	0.014643892	0.080812395	0.00027643653	0.00043319236	0.21092682	0.013782624
a18	0.40270442	0.021900518	0.4782138	0.0023444279	0.00030553318	0.09069054	0.0038407564
a31	0.88355154	0.0022821322	0.037141286	0.00012962519	0.00043757554	0.063214324	0.013243512
a11	0.7074693	0.0020869705	0.28189573	0.0009147974	0.00064785144	0.0058071916	0.001178165
a37	0.88724005	0.0011406557	0.03902784	0.00024891755	0.0014490288	0.051648773	0.019244786
a15	0.8801325	0.001012216	0.044383336	0.00028250966	0.0012434189	0.054297607	0.018648287
a39	0.9027105	0.0013371294	0.04350662	0.00044276137	0.001203487	0.037132163	0.0136673385
a31	0.9515902	0.001537773	0.031055627	0.0005717245	0.000605872	0.01042124	0.0042176205
a39	0.7789232	0.0010236403	0.20195842	0.00051781954	0.0011872154	0.012691112	0.0036985176
a20	0.84778893	0.0006324556	0.04306687	0.00049154233	0.00088452565	0.08568667	0.021449003
a24	0.74657786	0.0013106379	0.11586269	0.002753443	0.0017189755	0.10778329	0.023993162
a31	0.7749319	0.0016974839	0.14473718	0.0036808436	0.0012307003	0.06204403	0.011677929
a46	0.80259204	0.0016264552	0.15752536	0.00024401981	0.0006491572	0.034587216	0.0027757834
a31	0.38457766	0.0023482374	0.25537032	0.004526726	0.0032488764	0.3181419	0.031786244
a3	0.9052188	0.0020550122	0.078734405	0.00031372928	0.0004504636	0.012624224	0.00060341036
a31	0.43942672	0.004413082	0.14046161	0.0034830372	0.0033974727	0.38944086	0.019377252
</S>	0.938506	0.0029178762	0.047450308	0.00054749695	0.00071155943	0.009327237	0.0005394693
