 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.0026683782	0.4398827	0.012394345	0.055709593	0.4197266	0.049921047	0.019697297
a31	0.12790926	0.1222378	0.0022619045	0.008796248	0.45311388	0.24663314	0.039047692
a29	0.0070175407	0.041208737	0.0062785624	0.004024675	0.61576766	0.27322894	0.05247394
a24	0.0017671231	0.014129269	0.00027443128	0.0013828294	0.637203	0.2970909	0.048152484
a18	0.0007689288	0.0105015645	0.00055367046	0.003945171	0.6940039	0.22771704	0.062509775
a31	0.011566115	0.09263482	0.005354376	0.011950425	0.6584539	0.1871751	0.032865293
a13	0.007847034	0.11868269	0.006167811	0.025115527	0.71928793	0.08552091	0.03737806
a11	0.0047196513	0.095657565	0.002326751	0.00985526	0.7145676	0.14873274	0.024140403
a8	0.018596614	0.32290506	0.010971539	0.015183191	0.5029492	0.10746976	0.021924598
a31	0.009780814	0.25849414	0.004933675	0.01097231	0.5982109	0.100907326	0.016700892
a24	0.0025570914	0.045270603	0.0014430347	0.0055664727	0.86604017	0.064690925	0.014431737
a31	0.0036292498	0.23562035	0.001955293	0.014809096	0.59410864	0.12489204	0.024985394
a39	0.0046931235	0.06336947	0.0013003115	0.010000221	0.849691	0.06159157	0.009354341
a20	0.002910222	0.10354667	0.0077631827	0.016237019	0.6401234	0.1765226	0.05289688
a31	0.0032995262	0.12321918	0.026414163	0.02634748	0.58938783	0.1739435	0.05738826
a20	0.056124207	0.26449692	0.0033676391	0.033078793	0.5467256	0.08805696	0.008149897
a31	0.0047985273	0.12581758	0.05147309	0.04758274	0.50902665	0.20077054	0.060530886
a46	0.09001946	0.30789462	0.004899983	0.040895704	0.47595257	0.07206343	0.008274252
a31	0.011572983	0.098730505	0.048705425	0.05293844	0.56349796	0.16927233	0.055282347
a23	0.11568828	0.2797869	0.0067643826	0.03997552	0.48009446	0.06896175	0.008728794
a31	0.013697487	0.04271954	0.032818727	0.03187262	0.6364877	0.18743712	0.05496674
a46	0.13532661	0.26689652	0.008073709	0.036763243	0.4755355	0.06859419	0.008810243
a8	0.011937861	0.018072331	0.01741191	0.014934985	0.7002357	0.1959167	0.04149046
a31	0.024767855	0.06796402	0.043749522	0.036110155	0.6312684	0.1522539	0.043886226
a38	0.12874989	0.25282025	0.009701003	0.040355854	0.4881145	0.07026215	0.009996421
a20	0.009604799	0.017578773	0.018308917	0.018109854	0.6945558	0.19447076	0.047371164
a31	0.015567979	0.052356336	0.05199804	0.047092155	0.6229636	0.151174	0.058847878
a20	0.07733921	0.14013192	0.0305166	0.048723016	0.57289886	0.10530326	0.02508716
a31	0.011703397	0.02249412	0.03150274	0.025985412	0.678777	0.17450856	0.055028852
</S>	0.04217377	0.04190407	0.062012237	0.027925977	0.62896526	0.14508249	0.051936198
