 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.9935421	0.0011651664	0.0022302144	6.0746395e-05	0.0007343333	9.6376585e-05	0.0020215411	0.00014960374
a31	0.9917665	0.0026022184	0.00012502108	6.2731074e-06	1.7511495e-05	3.532374e-06	0.0054120007	6.6911874e-05
a14	0.9833814	0.0028921808	0.00069187797	6.160378e-05	0.00010977841	6.1616294e-05	0.01236241	0.00043916496
a37	0.9606822	0.0035042774	0.0017398518	5.5368408e-05	0.00039453962	9.788669e-05	0.030736625	0.0027893248
a10	0.98063695	0.00426729	0.0011883872	3.7713577e-05	0.00024988336	5.1659375e-05	0.0125055825	0.0010624526
a31	0.9935294	0.0026861797	0.0009416046	2.1955751e-05	0.00012354723	2.0972553e-05	0.0024865405	0.0001898287
a28	0.96000105	0.0038361074	0.004783298	0.00011207995	0.0041053114	0.00035251348	0.024086181	0.0027234834
a31	0.9799573	0.0039310465	0.0016014016	2.0578822e-05	0.00025850115	3.7468762e-05	0.01345646	0.00073716434
a42	0.9636134	0.0036532595	0.008021569	3.2918066e-05	0.0023166165	0.00016618874	0.021186806	0.0010092366
a23	0.9180004	0.00900674	0.007104173	7.147219e-05	0.0014409849	0.00011153662	0.06283657	0.0014281112
a8	0.9465908	0.009562257	0.0008325665	9.725352e-05	0.0008854557	0.000106318286	0.040367175	0.0015581851
</S>	0.9312025	0.0108830705	0.0009858977	0.00040245036	0.002122214	0.0003206372	0.051688418	0.0023947915
