 	la	pasta	vuole	sale	</S>
a8	0.16144945	0.8356025	0.002088543	0.0006273249	0.00023207792
a31	0.68000644	0.314394	0.0023188316	0.0008741224	0.0024065927
a28	0.28055814	0.7174908	0.00096115895	0.00033977753	0.00065008947
a20	0.3744769	0.613155	0.0020152845	0.0021027853	0.008250029
a31	0.16223559	0.8165637	0.0034768817	0.0038309179	0.013892918
a11	0.09112179	0.906024	0.0013772508	0.0006193498	0.00085759436
a18	0.16311848	0.8098189	0.0026757456	0.004855654	0.019531187
a15	0.14151807	0.83335227	0.008085114	0.0060891286	0.010955342
a31	0.16274108	0.8219072	0.006318402	0.003503628	0.0055295923
a20	0.020757696	0.9752288	0.00078888994	0.0012776605	0.0019468894
a6	0.041765008	0.89800423	0.021533892	0.015654946	0.023042006
a20	0.029702364	0.95371073	0.010380083	0.004184889	0.002021914
a21	0.034816395	0.9163521	0.03329759	0.009717053	0.0058169467
a20	0.03202303	0.9158683	0.033312246	0.013334448	0.0054619093
a0	0.031825554	0.9093768	0.036994416	0.015294363	0.0065089064
a31	0.028982542	0.9107772	0.038598053	0.015362691	0.0062794946
a39	0.023647828	0.94013	0.01316741	0.012520663	0.010534169
a31	0.018393679	0.9394875	0.03037391	0.008627785	0.003117071
a35	0.02186032	0.93275946	0.027517913	0.011153144	0.0067092194
</S>	0.014987494	0.9410934	0.032000437	0.008598644	0.0033199827
