 	sul	muro	vuole	uno	specchio	</S>
a33	0.32168642	0.022685697	0.004155195	0.08709816	0.5377345	0.026640017
a31	0.10944031	0.0020019466	3.7405687e-05	0.14945298	0.7157841	0.023283241
a23	0.008375513	0.0002951462	3.1609306e-05	0.09327428	0.89288896	0.00513452
a31	0.011245775	0.00024660237	2.4169902e-05	0.0837424	0.88792527	0.016815847
a28	0.015483591	0.00037258895	5.4771124e-05	0.07373387	0.90158284	0.008772365
a31	0.008436302	0.00027797677	4.3816777e-05	0.1117662	0.84222907	0.037246633
a39	0.050525382	0.0023395596	0.0004348421	0.12478674	0.79064244	0.031271007
a31	0.0027666693	0.00011136303	1.6813592e-05	0.15116288	0.80293375	0.043008503
a41	0.04163091	0.0026956203	0.00053906644	0.14334467	0.77975816	0.032031566
a37	0.0016859502	9.670515e-05	2.7660897e-05	0.18136072	0.79934883	0.017480154
a41	0.0038880252	0.00042710826	0.0001819241	0.23756588	0.73716277	0.02077432
a31	0.0047484464	0.001095159	0.0006131597	0.24240565	0.7184438	0.032693744
a37	0.15507813	0.025270246	0.0070419596	0.28329334	0.50549084	0.023825463
a18	0.006142598	0.0023334136	0.0015120088	0.27534834	0.69042516	0.024238558
a31	0.008617738	0.0045250216	0.0030272347	0.29108554	0.6535168	0.03922765
</S>	0.02699188	0.01124691	0.0075643617	0.30827808	0.6078391	0.038079645
