 	da	da	un	famoso	poeta	</S>
a31	0.0022227613	0.00037568432	0.09016867	0.038303107	0.83937913	0.029550666
a37	0.0009983274	3.093482e-05	0.052040957	0.2563329	0.6769177	0.013679237
a31	0.00053664844	2.6921336e-05	0.08914588	0.29328558	0.60210407	0.014900922
a28	0.00047576064	1.7324217e-05	0.018098233	0.0741892	0.90020174	0.007017781
a31	0.0002621982	2.7812026e-05	0.10742303	0.16178569	0.7027427	0.027758582
a20	0.0013183275	0.00015413735	0.07172601	0.042614486	0.8590122	0.02517486
a13	0.00020193041	3.740488e-05	0.4021517	0.32175407	0.2425857	0.03326917
a39	0.00031682465	5.4168435e-05	0.6117565	0.26066086	0.10749604	0.019715684
a31	0.00035820281	5.1684634e-05	0.5973493	0.18915366	0.17679203	0.036295116
a35	0.0041743657	0.00058111036	0.54690087	0.17625993	0.26112184	0.010961813
a31	0.00066288724	9.560814e-05	0.4135806	0.2970852	0.26794374	0.020631948
a17	0.026979022	0.0026582675	0.55358136	0.16807786	0.24350755	0.0051959166
a31	0.0049462984	0.00064275734	0.34045735	0.23700687	0.40020892	0.01673777
</S>	0.10698094	0.010306177	0.5392658	0.10364445	0.23177539	0.008027178
