 	voglio	che	Maria	venga	domani	</S>
a31	0.91660357	0.06727608	0.00013126395	0.0025740056	0.01208633	0.0013288258
a35	0.2540204	0.18630649	3.8395858e-05	0.0067176954	0.545747	0.007170002
a31	0.23619618	0.065113656	4.9856662e-05	0.017221497	0.65723556	0.024183234
a37	0.3156768	0.24323086	4.8177164e-05	0.005362806	0.4274697	0.008211667
a31	0.49153057	0.031243686	5.766458e-05	0.032008402	0.41172192	0.0334378
a11	0.78613716	0.09668403	0.00017405854	0.012945738	0.09740999	0.006648948
a31	0.43623722	0.03114286	0.00010389806	0.12858911	0.32225934	0.081667595
a20	0.83650297	0.07675454	0.0002192527	0.02840785	0.04990109	0.008214374
a13	0.22996585	0.026355801	0.00011998952	0.2459728	0.37619445	0.12139114
a20	0.22207789	0.027688565	0.00013060162	0.19223721	0.45713153	0.1007342
a31	0.15117373	0.015794436	0.0001321001	0.14194246	0.58438504	0.10657225
a18	0.74472356	0.0692247	0.00072451803	0.060275253	0.112153694	0.012898175
a31	0.06533957	0.0073819705	0.0002622401	0.077731974	0.79237294	0.05691138
a36	0.8490821	0.04990373	0.0011097281	0.015887635	0.07934104	0.0046757204
a31	0.042980805	0.007452992	0.0007532906	0.07353167	0.8254125	0.049868736
a20	0.87937015	0.05211903	0.001995938	0.010607369	0.052181	0.0037266028
a31	0.03775953	0.010674991	0.002635717	0.080361456	0.8020867	0.0664816
a20	0.85620207	0.07802294	0.004767102	0.012766129	0.04299239	0.005249357
a31	0.041471343	0.015963381	0.00497607	0.1003522	0.7452064	0.09203058
</S>	0.8371039	0.0961434	0.0067688827	0.014211973	0.039466787	0.0063050874
