 	il	morto	vuole	pianto	</S>
a46	0.0005919617	0.9892051	0.0022950845	0.0073408773	0.00056687585
a23	0.04503745	0.631656	0.0018964953	0.31171504	0.009695024
a20	0.0050204815	0.6304946	0.00070582377	0.35519293	0.008586136
a31	0.0009214699	0.9117204	0.00020235	0.08272015	0.004435643
a21	0.0019013782	0.94298863	0.0013669544	0.052956652	0.0007864337
a11	0.00016911133	0.9567931	0.0001956054	0.038999293	0.0038428125
a10	0.00060012063	0.9824442	0.0013348294	0.013646139	0.0019746565
a27	0.0009899498	0.9843143	0.0018315123	0.010739837	0.0021243452
a17	0.0021854425	0.9686529	0.002488252	0.021768609	0.004904827
a31	0.0009412634	0.97552603	0.002748546	0.016628586	0.00415561
a37	0.00014415808	0.9875343	0.0010390742	0.008953067	0.002329372
a31	0.0017418386	0.8949939	0.02310889	0.0493122	0.030843098
a37	0.00020179684	0.9574136	0.0010479626	0.032840848	0.008495794
a17	0.0017920417	0.7632876	0.06568753	0.10955225	0.059680533
a31	0.00082517805	0.89125484	0.026301961	0.060549572	0.021068335
a10	0.00058724	0.89384335	0.0008487539	0.09654491	0.0081758415
a7	0.001651763	0.8426217	0.040396262	0.09532769	0.020002626
a31	0.002025751	0.72174543	0.07189638	0.16600393	0.038328446
a33	0.0010455877	0.87238455	0.001257816	0.1195008	0.005811234
a29	0.0020814603	0.8808857	0.030353285	0.078471445	0.008207947
a41	0.0019028158	0.8747299	0.031380955	0.08265975	0.009326568
a31	0.0021582844	0.8392259	0.04301627	0.10169073	0.013908863
a39	0.0013072229	0.8958663	0.0014007458	0.098298036	0.0031276932
</S>	0.002447051	0.8456166	0.047032423	0.09360238	0.011301439
