 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.009307211	0.11476284	0.18779482	0.14925234	0.3884903	0.12225112	0.02746557	0.0006757918
a20	0.0143144755	0.123811714	0.16245931	0.21872696	0.20366646	0.1596886	0.0970298	0.020302707
a31	0.021301633	0.1792265	0.19656791	0.2852044	0.19555141	0.073893934	0.043235335	0.0050188764
a8	0.025754863	0.13142586	0.18694867	0.22792654	0.23512392	0.12724227	0.053163778	0.012414098
a31	0.010162655	0.18648049	0.1965373	0.29590982	0.1797337	0.06242265	0.058650438	0.010102959
a37	0.024491826	0.185603	0.24981019	0.21351835	0.23232743	0.064480245	0.025652178	0.0041168295
a31	0.004794671	0.15089701	0.2052199	0.30945495	0.2344408	0.04436463	0.048132904	0.0026951025
a39	0.013049442	0.11345216	0.24260554	0.1231756	0.41410837	0.078410394	0.013852404	0.0013461
a20	0.0036223785	0.09293444	0.16460985	0.2711289	0.35570464	0.059503313	0.05000642	0.0024900245
a31	0.0016428661	0.07027025	0.14318958	0.3018859	0.3786606	0.053912915	0.048751544	0.0016863514
a39	0.009401224	0.08155651	0.2005011	0.13596374	0.46387738	0.09449034	0.0133703295	0.0008393067
a41	0.0017816044	0.065094344	0.13790937	0.29200676	0.39661953	0.057395343	0.047583766	0.0016093451
a31	0.0012604522	0.051799353	0.12577926	0.310939	0.42048228	0.049952652	0.03878971	0.0009972467
a23	0.006741963	0.07473146	0.18804032	0.14838035	0.4775382	0.09060384	0.013315076	0.0006487762
a31	0.0011954675	0.043221205	0.10854634	0.30890438	0.42251506	0.058172688	0.056002285	0.0014425959
a20	0.005315638	0.07441906	0.18012601	0.16157359	0.47632402	0.08759506	0.014123799	0.00052288815
a31	0.00082055526	0.04121992	0.10560831	0.3896887	0.36378708	0.048281547	0.0496065	0.0009874377
a28	0.0041134097	0.048869457	0.1420669	0.1524885	0.5597979	0.08017514	0.012209794	0.00027898457
a31	0.0007528768	0.03853824	0.10394576	0.41620633	0.35385668	0.043509014	0.042330485	0.00086064654
a8	0.0032858083	0.0449365	0.1339471	0.1616145	0.5674688	0.076037645	0.012452969	0.00025664293
a24	0.0014029681	0.022708112	0.07962194	0.36834723	0.4508991	0.044014394	0.0326086	0.00039764712
a31	0.0012162207	0.030034637	0.090702765	0.37046131	0.41390067	0.051418133	0.04148032	0.0007859411
a3	0.0027984306	0.04281605	0.121315844	0.19882129	0.5469487	0.072428495	0.014675277	0.00019587376
a13	0.001027718	0.024901228	0.09497155	0.46192548	0.36140752	0.030759191	0.024374148	0.0006332076
a35	0.0013568414	0.024969915	0.09562349	0.46348447	0.35787973	0.030454919	0.025434365	0.0007962664
a31	0.001703566	0.024201032	0.09868149	0.45152605	0.36654916	0.031764932	0.024744127	0.00082955847
a11	0.004904833	0.040989686	0.10552644	0.22799069	0.5446467	0.06305194	0.012822982	6.6792105e-05
a31	0.0020315307	0.028510777	0.105692826	0.45665658	0.3421486	0.034895286	0.028732015	0.0013322984
a46	0.005810175	0.044838514	0.11688649	0.22943906	0.5339586	0.05848484	0.010523918	5.839647e-05
a8	0.003384162	0.036443695	0.12659529	0.44222125	0.32321152	0.03773056	0.02917302	0.0012405576
a31	0.0047344915	0.04841011	0.15258731	0.43990415	0.2896058	0.03712941	0.026635543	0.0009931163
a39	0.008048761	0.07895787	0.17094988	0.23892368	0.44978225	0.042940535	0.010334023	6.3072956e-05
a31	0.004780779	0.05051125	0.14902453	0.43759432	0.27733085	0.044226408	0.03493604	0.0015957684
a29	0.008033003	0.086019985	0.1900025	0.24573031	0.42080635	0.03957507	0.009764843	6.786494e-05
a31	0.0054937406	0.05700608	0.15500337	0.42879495	0.2657575	0.047926355	0.038194645	0.0018233134
a20	0.007890502	0.09369616	0.206687	0.25283918	0.39246377	0.036768407	0.0095806355	7.430839e-05
a13	0.005409351	0.056563914	0.15025328	0.41275907	0.27163875	0.054774866	0.04621367	0.0023870557
a31	0.006197007	0.059583157	0.15132335	0.3907714	0.28764337	0.055169463	0.046777014	0.0025352817
a23	0.007348393	0.092472985	0.21130212	0.26254258	0.3802487	0.036597718	0.009409305	7.820425e-05
</S>	0.0060372995	0.063000835	0.1685563	0.42009103	0.256252	0.04763912	0.036509953	0.001913452
