 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.8808602	0.053081255	0.030500371	0.008155953	0.0048299776	0.017020015	0.005552194
a31	0.8412897	0.14608538	0.0012786039	5.6494544e-05	3.81946e-05	0.011097084	0.00015467237
a37	0.7892594	0.07699185	0.009094709	0.0016947667	0.001214223	0.11526178	0.0064832685
a31	0.7659375	0.12549433	0.0038238135	0.0006314876	0.00053527707	0.10025092	0.0033267047
a13	0.8021383	0.028042115	0.0072533945	0.002851102	0.0013908175	0.15103732	0.0072868895
a31	0.44369924	0.14681283	0.008903802	0.0019995582	0.0017481695	0.3650257	0.031810734
a43	0.680266	0.020417986	0.020746047	0.011562327	0.004690005	0.23414871	0.02816891
a31	0.16120121	0.24156141	0.0071455934	0.0012067105	0.0013169695	0.53600186	0.05156624
a20	0.46965775	0.0735479	0.03535025	0.013776085	0.011800446	0.34254205	0.053325515
a31	0.07514047	0.6974264	0.0016919699	0.00025861178	0.00037684172	0.21283452	0.012271081
a11	0.42850953	0.3026365	0.031076936	0.006645527	0.006671839	0.20659317	0.01786659
a31	0.079955734	0.60419613	0.0017911233	0.00056425	0.00094245427	0.30018306	0.012367263
a30	0.52345955	0.3804523	0.014465578	0.0034755913	0.0033208774	0.06990889	0.0049172924
a31	0.08058676	0.38870668	0.0056326673	0.0029204872	0.0053383624	0.4763924	0.04042257
a42	0.5590814	0.37365374	0.015418061	0.005674298	0.0062381867	0.034243755	0.00569049
a20	0.6558229	0.27402323	0.0062697325	0.0038290196	0.002141081	0.04881013	0.009103931
a31	0.082770154	0.27232674	0.021112336	0.01627789	0.022979336	0.43572468	0.14880878
a20	0.7974056	0.15231739	0.015254679	0.0075872317	0.005465993	0.015361924	0.0066071004
</S>	0.08195018	0.21066579	0.027788863	0.02269134	0.029858653	0.43782336	0.18922177
