 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.00024209991	3.778789e-05	4.3515274e-06	0.0044313907	0.00016229965	0.00465136	0.0002904099	1.286339e-05	0.008177207	0.0028245416	5.0462427e-06	0.024556233	0.015183277	0.20552056	0.058560897	0.0026363325	0.26239365	0.13500905	0.232581	0.042719584
a31	0.020556943	0.0014191199	0.00037599416	0.08726546	0.0061415755	0.06354655	0.025414195	0.003734364	0.048310272	0.04388843	0.00057804195	0.21638994	0.035519466	0.16173661	0.12426182	0.009948712	0.08241871	0.018416805	0.038232993	0.0118440185
a20	0.0013419153	0.00071402884	0.00013145109	0.15400337	0.0080591785	0.05215452	0.012227884	0.0020907337	0.04757589	0.028311862	0.00057615386	0.16702932	0.047898628	0.10807502	0.08705548	0.015841354	0.09730115	0.06929808	0.06715531	0.033158623
a11	0.0045227846	0.00030311072	2.8073315e-05	0.091645285	0.003512694	0.059131607	0.012189632	0.0009860522	0.05086207	0.03161809	0.00011377215	0.312125	0.049029585	0.13801372	0.089576036	0.0064909463	0.073655	0.021446502	0.039406184	0.015343839
a29	0.0013178515	0.0001469903	1.33159965e-05	0.13352369	0.0035408267	0.07551171	0.008531057	0.00057162915	0.056002334	0.026086343	6.9979615e-05	0.2896427	0.041605078	0.10702808	0.074258566	0.0054661753	0.076615974	0.03182605	0.04900696	0.01923471
a31	0.000680079	8.483222e-05	8.12455e-06	0.12601577	0.0024838825	0.07790291	0.0046574418	0.00027129165	0.054213185	0.018720027	4.0349045e-05	0.29713613	0.036469106	0.10402564	0.0693419	0.0040585524	0.08493727	0.036719855	0.06121403	0.0210196
a0	0.00023702529	0.00012505827	1.1205368e-05	0.09429992	0.0009188685	0.022179278	0.0010737444	9.047449e-05	0.017407918	0.00587303	2.5140696e-05	0.14377211	0.032718882	0.16149709	0.12608162	0.0063078785	0.14669727	0.10836406	0.11053128	0.021788191
a39	0.0006683936	6.332667e-05	6.0341813e-06	0.065444425	0.0017944678	0.09036737	0.0025454327	0.0001355023	0.07093431	0.013620005	2.390508e-05	0.30258682	0.031069217	0.102838755	0.0569374	0.0021765525	0.10552181	0.034125336	0.094603755	0.024537235
a31	0.0007275087	7.9057274e-05	6.7036385e-06	0.054103058	0.0019337151	0.092616595	0.0026592223	0.00011115278	0.071244955	0.013533751	1.6284475e-05	0.19417724	0.024839187	0.12178715	0.078066	0.0023718225	0.14703187	0.045645274	0.12466063	0.024388833
a37	0.00017977155	9.75962e-05	8.853544e-06	0.06445522	0.0006338906	0.01995243	0.0005787633	4.6104302e-05	0.0151609825	0.003990699	1.2378392e-05	0.101278976	0.03176224	0.17228627	0.1221151	0.0048092236	0.17743021	0.113906965	0.14888081	0.022413522
a31	0.00055336946	2.3205876e-05	2.4686499e-06	0.022240398	0.0005753803	0.060955282	0.0011060241	3.4582525e-05	0.062480833	0.008091633	5.4345505e-06	0.30059004	0.015782313	0.14702986	0.060138825	0.0006096415	0.15413357	0.02372197	0.12306098	0.018864159
a20	0.00010995184	5.8448302e-05	6.6830216e-06	0.039511703	0.00033784486	0.015744213	0.0002641153	2.1367423e-05	0.013225994	0.0023785697	6.2217805e-06	0.08356408	0.024273537	0.17795222	0.10300862	0.0027250142	0.21140432	0.10858784	0.19456413	0.022255113
a17	0.00043111402	9.423996e-06	1.3245356e-06	0.008482078	0.000208478	0.029512899	0.00045297385	1.1278669e-05	0.03704936	0.0037426166	2.4114697e-06	0.37998888	0.0065472326	0.18260953	0.04606872	0.0001714517	0.15710841	0.013091163	0.12106943	0.013441211
a28	0.0001802611	4.7954218e-05	4.738055e-06	0.012752723	0.00054548256	0.023302685	0.00050819165	1.9986803e-05	0.031934787	0.0037933209	4.7189533e-06	0.05721283	0.013828377	0.16253792	0.06906827	0.0010865006	0.28637588	0.088630795	0.2238574	0.024307152
a31	0.0006891418	3.4028995e-05	3.1616419e-06	0.012531176	0.00056740205	0.04712154	0.001140988	2.4096804e-05	0.05686879	0.007984657	3.9952724e-06	0.13338739	0.011314046	0.19870399	0.07966535	0.0005983911	0.24221638	0.0357807	0.15231487	0.01904995
