 	credo	che	stanno	ancora	svegli	</S>
a31	0.18774518	0.052896094	0.3691262	0.15513185	0.22500777	0.010092965
a20	0.16315481	0.16098142	0.25620288	0.17073074	0.1961748	0.05275539
a21	0.3800387	0.10020572	0.19386123	0.0995371	0.20128056	0.025076713
a31	0.32282013	0.05487235	0.19892088	0.12667862	0.26604486	0.030663142
a37	0.12199048	0.19919167	0.28060913	0.13779056	0.23237693	0.028041208
a31	0.43579993	0.024619795	0.19000398	0.09892045	0.23478487	0.015870964
a13	0.12843893	0.0822322	0.46231425	0.1515706	0.16327116	0.012172821
a31	0.45155025	0.024593532	0.2048632	0.07939799	0.22730158	0.012293407
a20	0.13268591	0.07451159	0.46368146	0.15521596	0.16303222	0.010872806
a31	0.4526477	0.02012268	0.18048309	0.065513335	0.26861656	0.012616716
a39	0.13291189	0.04675867	0.43908954	0.14358053	0.22810708	0.009552264
a18	0.44027773	0.021716926	0.19649291	0.06438151	0.2650074	0.012123542
a33	0.43701586	0.02038317	0.20592806	0.063423485	0.26114845	0.012100957
a39	0.29988164	0.039352532	0.28760496	0.07703187	0.28516153	0.010967469
a31	0.6394845	0.035319015	0.1594941	0.030065069	0.1303072	0.00533013
a39	0.11969172	0.029825356	0.47038427	0.13864636	0.23467624	0.0067761107
a33	0.5473385	0.019938199	0.17319387	0.045739274	0.20406476	0.009725539
a8	0.39902207	0.059983823	0.28955773	0.048855342	0.19624569	0.006335318
a31	0.5751967	0.07483539	0.20528604	0.027791202	0.113253705	0.0036369446
a7	0.12112775	0.017180847	0.45954943	0.1291002	0.2685661	0.004475596
a31	0.5981767	0.022930294	0.1280291	0.04319732	0.19312623	0.014540294
a3	0.13712476	0.019529622	0.44719356	0.116044074	0.2758608	0.0042472244
a31	0.38479313	0.017574372	0.18502162	0.078653425	0.30967018	0.02428727
a13	0.16631538	0.018319735	0.43428057	0.10384148	0.27416193	0.0030808498
a20	0.30414885	0.013757823	0.20132223	0.10590584	0.34746346	0.027401801
a7	0.21442567	0.01254337	0.19737454	0.13076289	0.40497652	0.039917074
a35	0.15415034	0.01611626	0.2061084	0.15082514	0.4159476	0.056852315
a31	0.14830355	0.038578495	0.26219314	0.14168647	0.36356902	0.04566934
a20	0.30305672	0.021760084	0.35788473	0.08499276	0.22949708	0.0028086193
a31	0.12527141	0.013100515	0.21112101	0.16290264	0.4437013	0.0439031
</S>	0.36984688	0.018241908	0.28907892	0.081168465	0.2388962	0.0027676828
