 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.002506163	0.0002869625	0.02378962	4.631569e-05	0.0038851134	0.0033265841	0.05851668	0.49271217	0.3576734	0.054277036	0.0029798613
a6	0.24205607	0.009045285	0.12941894	6.63182e-05	0.019302437	0.047457565	0.057254903	0.4356382	0.040941633	0.013580976	0.0052376734
a37	0.019732714	0.0012512302	0.030835249	3.7152786e-05	0.010801463	0.06498876	0.18421236	0.54797363	0.06639204	0.058866944	0.014908421
a24	0.008025285	0.00032594608	0.020773267	1.6755408e-05	0.006147706	0.025213372	0.12654711	0.6674437	0.08042228	0.057115648	0.007968898
a28	0.0034971111	0.00022267501	0.018720679	1.2255959e-05	0.0056320825	0.018199217	0.12623426	0.5148784	0.21135865	0.08605843	0.01518629
a31	0.055312146	0.0022446543	0.02932467	3.391027e-05	0.0069759153	0.0143654235	0.06256884	0.48825628	0.30415532	0.03180074	0.0049620727
a46	0.0032769337	0.0002398994	0.014093292	1.6292806e-05	0.0034034287	0.004547375	0.12164962	0.5338534	0.29510427	0.021325419	0.0024901347
a8	0.026095375	0.0012134671	0.028509371	2.7023627e-05	0.00894314	0.02426238	0.09139466	0.53735834	0.22498989	0.049354836	0.007851469
a31	0.022972725	0.0014733695	0.016882788	4.1038675e-05	0.004467474	0.006907791	0.04828642	0.37870187	0.49504647	0.02198148	0.0032385257
a10	0.002107381	0.00017156894	0.012247031	1.2137516e-05	0.00360606	0.0041662836	0.10949847	0.48538175	0.3615947	0.019160766	0.0020537993
a37	0.034322515	0.0020178638	0.06530311	6.4958185e-05	0.015579417	0.01712049	0.036290325	0.6168604	0.19087505	0.018751588	0.0028142622
a10	0.061315443	0.005094631	0.07743876	0.00016124267	0.014162589	0.0095460545	0.021897292	0.5225357	0.27321294	0.012757929	0.0018773209
a17	0.037939265	0.005308212	0.11153103	0.00024027417	0.01684583	0.009811278	0.025258385	0.49878666	0.27458224	0.016314736	0.0033821217
a20	0.01618906	0.004184759	0.11765731	0.00023527554	0.01925572	0.00749077	0.020851307	0.5457622	0.25836012	0.008461834	0.0015516588
a31	0.016591951	0.005487087	0.06447101	0.00048046125	0.012854978	0.008155861	0.03936973	0.4440116	0.3815443	0.020515278	0.0065177525
a20	0.00040301218	0.000111805806	0.04712337	1.1178752e-05	0.015565616	0.004159937	0.035374798	0.71802425	0.17132476	0.0075450176	0.0003562444
a31	0.004851796	0.0035478426	0.04830675	0.00036885886	0.018108472	0.012197292	0.06400995	0.40601876	0.40666348	0.026997335	0.008929433
a13	0.00093622744	0.0001601432	0.12076456	1.3019246e-05	0.025934437	0.004431834	0.03133976	0.7057994	0.10204832	0.008267254	0.00030497217
a10	0.0022475827	0.0015501216	0.0562307	0.00021141721	0.021932501	0.010380586	0.06638459	0.38753748	0.42257726	0.025246087	0.005701717
a31	0.0019320245	0.001333552	0.058139797	0.00026122844	0.023127979	0.00899387	0.06973414	0.37122446	0.4342665	0.025539583	0.005446883
a17	0.0016409622	0.00023810554	0.15689681	2.8047489e-05	0.02721737	0.0042323857	0.03761281	0.6770171	0.0835674	0.011112719	0.0004362332
</S>	0.0013743284	0.00079220755	0.053156752	0.00019758561	0.017466312	0.0063803717	0.06449197	0.42404607	0.40887144	0.02004041	0.0031826147
