 	vengono	vestiti	dai	genitori	</S>
a31	0.014988921	0.36114275	0.5207287	0.0829983	0.020141302
a46	0.011011687	0.325641	0.63780034	0.012595736	0.012951254
a18	0.006551639	0.36469713	0.59599966	0.0110754045	0.021676179
a31	0.004110983	0.33949673	0.6125324	0.007993592	0.03586626
a11	0.07417833	0.22248417	0.6211046	0.028830923	0.053402014
a31	0.0014564495	0.44701868	0.5116865	0.008038745	0.03179959
a39	0.03342235	0.33224675	0.5323441	0.053639024	0.048347726
a31	0.0006024028	0.55597204	0.4174498	0.00744792	0.018527815
a35	0.02158358	0.38644993	0.4937335	0.060067795	0.038165167
a31	0.00041803636	0.60813004	0.3745537	0.005493467	0.011404871
a18	0.021318316	0.4033694	0.48834506	0.05257686	0.034390304
a0	0.00047259594	0.6687414	0.31834757	0.004145575	0.008292851
a31	0.00095354277	0.67748606	0.3091638	0.004014129	0.008382423
a37	0.029739575	0.44136152	0.47405922	0.030861652	0.023978053
a20	0.0024822976	0.69922906	0.2781288	0.006745339	0.013414479
a31	0.007989601	0.65014255	0.2955987	0.015445958	0.030823186
a41	0.14418142	0.47900766	0.342162	0.020273298	0.014375626
a20	0.022025425	0.52338177	0.33166164	0.03866394	0.084267184
a31	0.030567607	0.40635142	0.3446276	0.066911325	0.15154196
a20	0.42537755	0.3549825	0.18078123	0.02278926	0.016069563
a39	0.0372627	0.32243368	0.3466715	0.08156529	0.21206686
a46	0.05762873	0.27893743	0.33919773	0.08669654	0.23753959
a41	0.08415799	0.2580547	0.33921137	0.08956676	0.22900918
</S>	0.14692688	0.24476852	0.33973283	0.089533925	0.17903788
