 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.006164426	0.37826586	0.4160004	0.18214625	0.013104003	0.0031053103	0.0012138399
a31	0.058959708	0.05468899	0.023358984	0.8401437	0.019859144	0.0021955315	0.0007939613
a0	0.053462807	0.13212727	0.0692423	0.7203015	0.018222645	0.0044069267	0.0022365754
a20	0.0068738936	0.027380988	0.016542774	0.9126896	0.026788088	0.006339809	0.0033847364
a31	0.003993196	0.029637432	0.039133064	0.8516211	0.053020246	0.013974017	0.008621064
a13	0.02657989	0.17820719	0.35462117	0.39957538	0.025711551	0.010312358	0.00499238
a38	0.0037556787	0.05186046	0.06387732	0.7936723	0.06291747	0.015380773	0.008536008
a31	0.012293652	0.11857316	0.10487565	0.7104518	0.040750984	0.008374273	0.0046805595
a20	0.012946025	0.17453152	0.47748154	0.30394718	0.02039529	0.0075433617	0.0031550152
a31	0.00097427005	0.04152816	0.061721418	0.8602603	0.028176755	0.0047247377	0.0026144339
a20	0.006412522	0.09633903	0.4773756	0.373943	0.030090468	0.011739362	0.0040999632
a33	0.000118833814	0.014203415	0.047359392	0.8985331	0.030382387	0.0061826985	0.0032201358
a31	0.0020971077	0.1199416	0.2560455	0.589831	0.025478674	0.004589814	0.0020162659
a28	0.0042001815	0.06355483	0.4203611	0.4641241	0.03518777	0.009928047	0.0026439622
a31	0.00036447975	0.018690055	0.071928605	0.8368808	0.051765118	0.014227366	0.006143614
a0	0.0031836058	0.059746355	0.39657402	0.5014193	0.031407043	0.0063894694	0.0012801754
a31	0.0004576721	0.0066744857	0.04385487	0.9033129	0.035616733	0.008091049	0.0019922124
a3	0.0039788657	0.053406328	0.32078147	0.59741247	0.020783944	0.0030611954	0.0005757518
a31	0.000984355	0.005398208	0.035627674	0.9256871	0.02505391	0.005647425	0.0016013797
a46	0.004628688	0.046382196	0.23263012	0.70036566	0.013967871	0.0016509716	0.00037456473
a31	0.0017167542	0.00604701	0.026889099	0.9416915	0.017422134	0.004381549	0.00185195
a39	0.005796529	0.04418316	0.18049082	0.7564336	0.011335985	0.0013609125	0.00039898843
a35	0.002894207	0.008036352	0.030089958	0.92897385	0.020459656	0.006329782	0.0032162257
a31	0.005050823	0.010594388	0.034526248	0.91169906	0.024427177	0.008813917	0.0048884554
</S>	0.0065947645	0.044457972	0.16125338	0.7758511	0.010006415	0.0013636498	0.00047266684
