 	mio	padre	ha	lavorato	sempre	</S>
a23	0.01808048	0.9766822	0.00063121726	4.2548694e-05	0.004360108	0.00020361142
a31	0.19125746	0.33425042	0.0023458183	0.0001000484	0.45742464	0.014621718
a37	0.039214704	0.359385	0.0017865291	4.68966e-05	0.5966868	0.0028800934
a31	0.03518704	0.58518916	0.00019985439	2.0335941e-05	0.37406042	0.0053431094
a37	0.00977567	0.94576627	0.00041394608	2.1775659e-05	0.043128703	0.00089364656
a3	0.0041289707	0.9434644	5.8290294e-05	7.3909114e-06	0.04957667	0.0027642706
a31	0.0077944505	0.983886	6.2002684e-05	4.0561904e-06	0.007761549	0.000491901
a3	0.0032340018	0.98498106	0.00010865181	6.0335324e-06	0.011058482	0.0006119022
a44	0.0029984317	0.98238647	2.3516102e-05	1.1862991e-06	0.013527557	0.0010627409
a31	0.0013090719	0.9589335	2.6351963e-05	3.7813613e-06	0.0375959	0.002131393
a8	0.004498482	0.9840528	4.6279445e-05	6.9966127e-06	0.01121568	0.00017955547
a31	0.0095827505	0.8440859	0.0002381195	6.961234e-05	0.14332168	0.0027020625
</S>	0.01950266	0.9591559	0.0003057423	8.446675e-05	0.020511372	0.00043980434
