 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.0008237668	0.08444753	0.32248577	0.1944459	0.022503626	0.086211145	0.04904063	0.23028608	0.0064446824	0.0033108897
a37	0.025984537	0.14679067	0.18148783	0.1784085	0.033830598	0.10146557	0.05196999	0.25345173	0.0151686985	0.011441797
a31	0.009209486	0.023412619	0.03753271	0.089521326	0.0069037396	0.021646526	0.010701657	0.7837083	0.008360372	0.0090032555
a20	0.008032794	0.11895035	0.27043065	0.067116834	0.0072183716	0.04955863	0.03033241	0.43508178	0.00793149	0.0053466535
a31	0.0008942019	0.0056236754	0.023223178	0.06321935	0.002100987	0.008126167	0.0027797334	0.882183	0.0053238175	0.0065257926
a13	0.0012871516	0.024494756	0.31031173	0.20553108	0.02494345	0.12305953	0.047465492	0.25275728	0.0069567407	0.0031927845
a31	0.0007936436	0.01674948	0.09105041	0.15372065	0.008689404	0.019639168	0.004946571	0.6870844	0.008068604	0.009257682
a20	0.00086090015	0.038722612	0.39788455	0.22824468	0.033027623	0.12832785	0.039245814	0.12759595	0.0041348394	0.0019551336
a17	0.0007831787	0.032610416	0.1742071	0.35819498	0.014253801	0.017271519	0.004356434	0.37393382	0.012128346	0.012260403
a20	0.0017986468	0.075741395	0.36172223	0.28372824	0.010234253	0.014653362	0.00289899	0.23633319	0.0067257774	0.006163882
a31	0.0017448489	0.066237874	0.23764667	0.33565715	0.012371814	0.01631368	0.005218718	0.2931378	0.01596358	0.015707897
a20	0.00090210565	0.047556605	0.49695468	0.28784856	0.029476125	0.068779774	0.011367283	0.054002855	0.001997515	0.0011145187
a31	0.00092430104	0.036240876	0.19947016	0.37452462	0.010737568	0.013871447	0.005716071	0.31836453	0.021522092	0.018628327
a3	0.0011494363	0.042151716	0.5332532	0.32630673	0.020554045	0.033146016	0.0043391143	0.037156742	0.0012697426	0.0006732031
a8	0.0013939784	0.026277069	0.21026699	0.30221426	0.008652938	0.016623853	0.007812619	0.3823913	0.025491377	0.01887556
</S>	0.004499503	0.03198635	0.3433137	0.20932181	0.0067887516	0.019539796	0.007617383	0.35377648	0.014658671	0.008497472
