 	non	so	cosa	stai	scrivendo	</S>
a31	0.00042745774	0.00035335709	4.4145356e-05	0.059408583	0.8435078	0.096258655
a21	0.0010577848	0.00028242733	1.2246697e-05	0.26071608	0.7016847	0.03624674
a31	0.0005187485	0.00022307213	9.030208e-06	0.17735058	0.74751383	0.07438473
a10	0.0007713373	3.3145e-05	4.1478074e-06	0.2122058	0.6909118	0.0960738
a7	3.550555e-05	3.8613314e-05	2.9128503e-06	0.10661707	0.8362483	0.057057664
a41	3.8389866e-05	9.1346556e-05	5.7653624e-06	0.053405575	0.9216508	0.024808044
a31	0.00025585017	0.00030669945	1.246992e-05	0.048910424	0.92233264	0.028181896
a8	0.00043593525	0.00015825433	2.039577e-05	0.09053418	0.81359714	0.09525408
a31	6.900772e-05	0.00011650003	3.252569e-06	0.057351228	0.917796	0.024663987
a8	0.00016467558	6.109131e-05	5.7987863e-06	0.043248616	0.9205743	0.03594555
a23	2.5918995e-05	2.012816e-05	7.3090837e-07	0.026491852	0.96495104	0.008510336
a8	6.0007464e-05	4.8633494e-05	1.5882306e-06	0.022022445	0.9668957	0.010971612
a31	0.0002431975	8.269581e-05	3.1229943e-06	0.020912547	0.963765	0.014993512
a21	7.7870456e-05	3.486042e-05	2.4050842e-06	0.014893345	0.97427714	0.010714437
a31	4.5291697e-05	3.4049095e-05	2.4363244e-06	0.020398796	0.96711993	0.012399545
a24	8.241163e-05	2.3071432e-05	1.5098103e-06	0.00876289	0.9859234	0.0052067847
a21	6.698345e-05	7.476079e-05	4.025405e-06	0.020303	0.97218907	0.007362199
a31	7.867417e-05	4.8763468e-05	8.71463e-06	0.041315243	0.93863636	0.019912248
a17	0.00018348498	2.7366612e-05	1.852213e-06	0.004911901	0.99219394	0.0026814053
a20	0.00019191159	5.456268e-05	1.742249e-05	0.036212478	0.9457556	0.01776806
a0	0.00018935784	0.00011304066	5.6791265e-05	0.07990046	0.8689856	0.050754823
a31	0.00042627385	0.00019135942	0.0001041656	0.07835787	0.8831354	0.03778501
a8	0.0005378818	5.0010764e-05	9.259897e-06	0.0037802039	0.9928307	0.0027919353
a37	0.00045012488	0.00012468538	7.137839e-05	0.04437853	0.93166745	0.02330789
</S>	0.0007344987	0.00024319405	0.00015573595	0.076577924	0.8784066	0.0438821
