 	sta	e	dorme	nel	letto	</S>
a33	0.00020618035	0.06965633	0.8570273	0.01469934	0.056255978	0.0021548404
a31	0.007776611	0.036269944	0.4909594	0.03920718	0.39617792	0.029608978
a37	0.0009819703	0.03512328	0.36454454	0.009153555	0.5835545	0.006642149
a31	7.953989e-05	0.0055292724	0.44157028	0.0051853266	0.5413029	0.006332698
a13	0.00027468783	0.0077942526	0.8721536	0.0014696287	0.117398135	0.00090969796
a20	3.196987e-05	0.0074986937	0.61327064	0.012530206	0.35594448	0.010724019
a24	0.0001300568	0.040337086	0.8053692	0.01813247	0.1285356	0.0074956063
a28	0.00015230653	0.06624753	0.66677177	0.025892347	0.22634722	0.014588856
a31	0.00036144888	0.058066104	0.75697076	0.025744025	0.14861502	0.010242595
a35	9.111324e-05	0.037410438	0.8941268	0.011652284	0.05315889	0.0035604658
a18	8.1781785e-05	0.029238397	0.74905473	0.045408513	0.15297809	0.023238467
a31	0.00018110673	0.06512321	0.65933824	0.05756146	0.18051839	0.037277583
a13	0.0002541616	0.019150758	0.90755755	0.028859885	0.03892584	0.0052516786
a39	0.0006624116	0.08666286	0.42590868	0.08918657	0.31596947	0.08161002
a31	0.0010603726	0.15250325	0.5473004	0.07225061	0.18180075	0.0450846
a21	0.00074270274	0.016747935	0.9072926	0.02478779	0.0469098	0.0035191413
a31	0.0018694509	0.14451607	0.5421699	0.06156382	0.20844695	0.041433774
</S>	0.0011969667	0.014556877	0.91507864	0.014147741	0.053157475	0.0018623564
