 	sta	seduta	nel	giardino	</S>
a20	0.0060779755	0.9502903	0.03623904	0.0059488746	0.001443835
a17	0.47632992	0.5063127	0.015229683	0.001047222	0.001080436
a20	0.14168413	0.790259	0.044710502	0.009991205	0.013355188
a31	0.127777	0.7902388	0.05658661	0.0081450995	0.017252391
a17	0.26588634	0.70012134	0.018251419	0.007724276	0.008016625
a31	0.060697492	0.7622174	0.08086005	0.021977184	0.07424781
a46	0.095809534	0.8726046	0.015516721	0.006438482	0.009630578
a31	0.048397817	0.8242033	0.0877815	0.011884259	0.027733106
a20	0.04022445	0.9242836	0.019979391	0.0073988955	0.008113557
a31	0.0135116335	0.8669567	0.093920656	0.009827326	0.01578369
a20	0.0143474955	0.93729204	0.034078144	0.008502284	0.0057800226
a18	0.0024209756	0.8816479	0.08849808	0.01228581	0.015147153
a46	0.01195846	0.90483624	0.06020577	0.011099624	0.01190003
a20	0.014170321	0.92952603	0.04240685	0.007034785	0.0068619982
a31	0.016729092	0.8449663	0.08474553	0.02634917	0.027209872
a18	0.007929364	0.94447416	0.04199352	0.0037963844	0.0018064978
a31	0.0066583552	0.79001415	0.10545857	0.050675537	0.047193415
a0	0.020047087	0.9329678	0.042349	0.0031940877	0.0014420914
a31	0.015871003	0.8110275	0.07653618	0.05352261	0.043042652
a8	0.071761265	0.89022195	0.03301366	0.0031232312	0.00187992
a31	0.12829015	0.6613003	0.07025826	0.06287845	0.07727296
a18	0.15687625	0.8063293	0.030956162	0.0032258136	0.002612416
a31	0.14075576	0.48000595	0.0962532	0.097878955	0.18510608
a17	0.18734394	0.77034825	0.034966473	0.0039854534	0.0033558065
</S>	0.27898845	0.4547068	0.07651715	0.0563091	0.13347857
