 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.33648422	0.006878494	0.61001426	0.01039058	0.021386402	0.0130205825	0.0018255507
a18	0.1416996	0.033698	0.34957987	0.001842065	0.12936467	0.34024188	0.0035739273
a31	0.18685222	0.013120294	0.07517281	0.0017792643	0.16292754	0.553409	0.0067389538
a20	0.3225069	0.022902781	0.27448717	0.0007801099	0.10994171	0.26570433	0.003676943
a31	0.16738744	0.0037265318	0.09733752	0.003405319	0.16893227	0.537979	0.021231893
a37	0.28562427	0.006036611	0.6425164	0.0015890811	0.028277751	0.032307275	0.0036486094
a18	0.04458485	0.0023525117	0.22229406	0.012010277	0.22199625	0.4524141	0.044347916
a46	0.039740194	0.0031448356	0.27123544	0.021512335	0.20990683	0.4162938	0.03816659
a31	0.19084698	0.010715747	0.32593754	0.031142587	0.13896388	0.27667084	0.02572252
a46	0.13749473	0.006173871	0.7788805	0.006143412	0.03924022	0.027874231	0.004193072
a31	0.023471156	0.001961099	0.24862938	0.020550253	0.2149879	0.45578253	0.034617588
a46	0.0836559	0.0051285224	0.8186174	0.0067589576	0.04808623	0.03349136	0.0042615933
a31	0.012563946	0.0009178329	0.16590583	0.0070723724	0.22610071	0.5652632	0.022176117
a46	0.07439479	0.0047788084	0.81550395	0.005827449	0.054588273	0.041268688	0.0036379932
a31	0.022210509	0.0012096526	0.13268684	0.0037558426	0.19522084	0.6319489	0.01296737
a18	0.103326604	0.006379704	0.7785272	0.005092833	0.056071345	0.048022665	0.0025796453
a31	0.035064954	0.0019188774	0.13985702	0.0039082896	0.17750846	0.6292396	0.012502817
a37	0.1691585	0.010118761	0.72244257	0.005872615	0.043490548	0.047149982	0.001766925
a13	0.07474118	0.0042216624	0.16743235	0.004419373	0.16787747	0.5665833	0.01472467
a31	0.10257892	0.0063913455	0.18594077	0.004800282	0.16105303	0.5225686	0.016667105
a20	0.29346108	0.016206358	0.6230798	0.008207231	0.027201526	0.030693814	0.0011501582
a31	0.097129725	0.008532019	0.21589674	0.0062335026	0.1790756	0.46839526	0.024737213
a20	0.37303242	0.022084516	0.5447266	0.010808263	0.021209091	0.026792055	0.0013470153
a31	0.10641565	0.012329918	0.24373996	0.007824863	0.18037497	0.41559103	0.033723507
a20	0.40480953	0.026060095	0.5074818	0.012798384	0.020225385	0.026966244	0.0016585994
</S>	0.11180519	0.015673501	0.26194826	0.008986563	0.18077677	0.38043305	0.0403767
