 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.08419717	0.18687521	0.020888882	0.0040961914	0.007851849	0.62592643	0.07016427
a31	0.18937191	0.16603613	0.049847707	0.0021274837	0.009704838	0.547026	0.035885934
a21	0.0080153	0.019074917	0.0065552774	0.004382361	0.018126346	0.88464695	0.05919882
a37	0.008510636	0.020799566	0.0045970757	0.0002178471	0.007573394	0.89257413	0.065727286
a8	0.0042275777	0.014671407	0.00147007	0.000116196265	0.001966839	0.94005686	0.037491117
a31	0.019600807	0.06643485	0.0051864306	0.0011678275	0.0033519166	0.8517086	0.05254959
a13	0.010701135	0.027896095	0.0032208343	0.0013635152	0.01705935	0.8337797	0.105979435
a20	0.010768936	0.035583094	0.0028742845	0.00025279922	0.0017301041	0.92471665	0.024074022
a3	0.060056668	0.08799686	0.0056908587	0.0014306237	0.002071412	0.823242	0.01951151
a31	0.09684711	0.14057304	0.010815005	0.001543116	0.00302665	0.7225536	0.02464143
a29	0.021569466	0.08454588	0.011263676	0.0015617409	0.009663701	0.8088629	0.06253256
a31	0.006298997	0.015483876	0.006411584	0.0023440926	0.0086070765	0.92653614	0.03431827
a3	0.023348551	0.041777287	0.0072049717	0.00051138375	0.0035645298	0.898857	0.024736231
a31	0.002751934	0.007574043	0.0038640292	0.0055293	0.013014393	0.9187227	0.048543543
a24	0.04902348	0.035040252	0.004423092	0.00058800355	0.0034117976	0.8857526	0.02176074
a31	0.004620797	0.006938328	0.0037507925	0.0036047737	0.022858271	0.8698934	0.088333644
a39	0.08333423	0.04965616	0.0059615583	0.00118552	0.0049279365	0.8242457	0.03068895
a31	0.003014668	0.0062832152	0.0022476576	0.0012954627	0.01611886	0.86742985	0.10361025
a33	0.05584635	0.037954055	0.0052835927	0.0015025574	0.0028375778	0.8747444	0.02183148
a31	0.0052657877	0.0061893254	0.0017935582	0.0007339621	0.0040229526	0.95328647	0.028707957
a23	0.036914553	0.024361385	0.0042239334	0.0012898453	0.0017369078	0.9194597	0.012013741
</S>	0.0032804178	0.005222403	0.0018662261	0.0008212213	0.005712476	0.9479982	0.03509904
