 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a20	0.0060456563	0.15649642	0.046261493	0.006779783	0.009533351	0.0010936448	0.00028117566	0.016475862	0.0738976	0.10998358	0.14816698	0.3150501	0.09538494	0.014549358
a31	0.0055758487	0.12148411	0.037626397	0.036984563	0.04562263	0.05499543	0.02915282	0.2608704	0.23872925	0.0617704	0.044528734	0.03589358	0.021946507	0.004819344
a37	0.004417283	0.07025615	0.024369733	0.008522403	0.013108532	0.009621224	0.0043023485	0.17822264	0.25752568	0.11141572	0.099925615	0.12225542	0.07235034	0.023706894
a31	0.0023716653	0.13055281	0.021069532	0.014096221	0.016300786	0.023185052	0.0029665814	0.20953792	0.341234	0.07210636	0.04959731	0.046079922	0.059182636	0.011719202
a37	0.006632044	0.15606752	0.0499252	0.0047467416	0.008760366	0.003610931	0.0006955836	0.13686937	0.27917328	0.0729869	0.07440767	0.13326141	0.06280902	0.01005392
a31	0.0009371131	0.16065957	0.013754364	0.010629684	0.0069403644	0.010836649	0.00078145246	0.13539153	0.42144284	0.063044146	0.038612757	0.037709787	0.09296995	0.0062898183
a37	0.0059135114	0.27271232	0.047121428	0.0038457718	0.0076921266	0.0019290308	0.00023707771	0.06846898	0.2606464	0.058467656	0.06415815	0.13818187	0.065552466	0.0050733048
a18	0.00040931016	0.14270683	0.009088883	0.006847912	0.002501211	0.0051327446	0.00043752487	0.072708644	0.46907195	0.065170445	0.036249816	0.03972512	0.14575028	0.0041993135
a21	0.0005987386	0.21358603	0.019317921	0.007037314	0.003715392	0.0034774598	0.00047324845	0.05227379	0.42563882	0.07747962	0.041243214	0.047668695	0.1045433	0.0029464755
a24	0.002387194	0.40348822	0.07324474	0.0087931035	0.009084088	0.0030894263	0.0007344363	0.035823073	0.22139417	0.07474117	0.04448316	0.059214342	0.06005318	0.0034697065
a31	0.0050506387	0.30336508	0.08479954	0.010217137	0.013810977	0.0044385917	0.0011987323	0.043878805	0.1973605	0.10487616	0.06275751	0.082087144	0.07656633	0.009592886
a14	0.008404476	0.34234023	0.05162643	0.0063735633	0.016677482	0.0010091065	0.0005030806	0.017109504	0.12331478	0.093854114	0.08630931	0.16884091	0.07760503	0.006031932
a7	0.001144783	0.27319372	0.04195931	0.016026225	0.009072278	0.0065655215	0.0016280015	0.044826567	0.28846753	0.1139828	0.055838477	0.05497582	0.088070385	0.0042486372
a31	0.0020620544	0.38728473	0.09848132	0.016504671	0.015442387	0.0055098347	0.0016061974	0.03843117	0.19649614	0.0997952	0.049619574	0.04969193	0.03659782	0.002477008
a46	0.009322962	0.3206051	0.06808581	0.0048271157	0.015945664	0.0007941615	0.00049793423	0.012824062	0.09849884	0.10879168	0.097292274	0.19610181	0.060400352	0.0060121915
a20	0.0007869611	0.21987121	0.030000558	0.011124841	0.006351412	0.0057395245	0.0014354608	0.043212667	0.3217456	0.13713051	0.06748491	0.06677831	0.08440064	0.003937405
a31	0.00069852395	0.34194025	0.05275223	0.017402923	0.012119313	0.0067855716	0.0018346098	0.047715876	0.27796656	0.11761978	0.04969975	0.041651465	0.030357085	0.00145608
a39	0.0070597776	0.26175493	0.059095856	0.004007813	0.011513642	0.000572745	0.00033831195	0.011054688	0.11149597	0.11776085	0.10797525	0.23876919	0.06364431	0.004956638
a8	0.00030379774	0.18853278	0.017205242	0.0088197095	0.0033953362	0.0047882716	0.0011148528	0.04033781	0.40312853	0.13431603	0.06052432	0.05937669	0.07584196	0.0023146544
a31	0.000901074	0.2953791	0.054820288	0.00568603	0.005258026	0.0022921488	0.00077061105	0.027698485	0.2788997	0.13636085	0.07089426	0.081325054	0.03790367	0.0018107584
a33	0.0057130763	0.23607564	0.04861008	0.0039504245	0.00928864	0.0005601077	0.00029622138	0.0116759855	0.13098589	0.11364904	0.10613824	0.25660324	0.072187245	0.004266139
a23	0.00054863555	0.115604736	0.01672901	0.004267397	0.0026091484	0.0022601357	0.0005416899	0.03137028	0.4189039	0.14819987	0.073727466	0.095386736	0.08674627	0.003104766
a31	0.00042637048	0.2624948	0.03288629	0.007089128	0.0046620145	0.0033623984	0.00096676144	0.03442188	0.35322574	0.13615975	0.061781663	0.062480662	0.038628843	0.001413731
a11	0.0051048812	0.22104234	0.040516816	0.0041477266	0.008388729	0.00060359336	0.00030450925	0.012596601	0.14328556	0.10999767	0.10437567	0.2621793	0.08326349	0.0041931863
a31	0.00014430801	0.14003836	0.008512687	0.0055966964	0.001654535	0.0039124	0.00069316075	0.035951503	0.5236523	0.10743034	0.043731116	0.048184395	0.07899252	0.0015056884
a28	0.0041679973	0.2190569	0.037419967	0.003757017	0.006920345	0.000564538	0.00027130442	0.011349743	0.15162995	0.10977258	0.10321663	0.26403257	0.08410721	0.0037332585
