 	non	mi	aspetti	che	non	vengo	</S>
a31	0.0021206716	0.00095263356	0.18974231	0.17379747	0.029164782	0.5368347	0.06738747
a37	0.017203223	0.0015725733	0.019162247	0.02752574	0.01612434	0.8310207	0.08739123
a31	0.0049146344	0.0002924063	0.012478679	0.018456949	0.016556619	0.81213564	0.13516508
a24	0.0062789787	0.00054823025	0.015993671	0.036843333	0.017927568	0.8290584	0.09334974
a46	0.00049394823	6.8959445e-05	0.014698145	0.01695994	0.010336689	0.8636875	0.0937548
a31	0.0014432288	0.00029637272	0.042488188	0.01785971	0.0065076393	0.86812186	0.06328296
a1	0.001937482	0.00030420785	0.102378644	0.11572445	0.023352226	0.69816136	0.05814162
a31	0.0004998941	7.543142e-05	0.056884516	0.013124872	0.004811797	0.8598452	0.064758234
a20	0.0026964797	0.0005949547	0.20085096	0.0405567	0.003857502	0.7269763	0.024467178
a41	0.0027741208	0.0005562472	0.045230117	0.015317163	0.007367993	0.86626947	0.062484924
a31	0.0031235204	0.0009457818	0.05535747	0.028057309	0.011766299	0.8318378	0.06891185
</S>	0.058889434	0.009395457	0.38657397	0.050484296	0.0068728304	0.4704034	0.017380586
