 	li	vestono	i	genitori	</S>
a31	0.0029516106	0.021583894	0.91871494	0.051198233	0.0055513126
a46	0.021991575	0.012274396	0.94416714	0.012415578	0.009151321
a18	0.0016726628	0.0024610397	0.9819228	0.0056224377	0.00832103
a35	0.001522901	0.0026318792	0.9633094	0.011445048	0.02109081
a15	0.002641972	0.004152483	0.9484275	0.020228865	0.024549298
a39	0.0052048694	0.006359664	0.9504598	0.01923997	0.01873562
a31	0.004838843	0.005665995	0.95202506	0.01855402	0.018916033
a11	0.007396159	0.0093365945	0.9547379	0.02019838	0.008330946
a20	0.001748107	0.0032270062	0.97347724	0.011578135	0.009969565
a31	0.0029033772	0.00502348	0.97445416	0.01058325	0.007035745
a39	0.0029528744	0.0035693545	0.96732295	0.020168653	0.0059861266
a20	0.00057970313	0.0019640622	0.98269963	0.009506996	0.005249681
a46	0.0016367978	0.006337899	0.9689391	0.014910883	0.008175361
a31	0.0011604066	0.0044396096	0.97643346	0.012991125	0.004975457
a15	0.0009412937	0.0008061815	0.9917196	0.0057191234	0.00081378827
a24	0.0017392854	0.006546415	0.96197766	0.021051297	0.008685258
a20	0.0017829122	0.0069668563	0.94655544	0.032532413	0.012162389
a31	0.004889478	0.01777274	0.88554835	0.06449303	0.027296454
a13	0.004097507	0.003836529	0.98446584	0.006027485	0.0015725606
a46	0.0114180595	0.016031608	0.91564703	0.03938864	0.01751468
a14	0.019350078	0.026402958	0.8863709	0.048563443	0.01931267
a20	0.01901396	0.025715806	0.88149494	0.052764323	0.021010978
a31	0.019086778	0.027634772	0.88889885	0.047938574	0.016441032
</S>	0.05160674	0.027234785	0.89102024	0.016242221	0.013896072
