 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.76084536	2.8390206e-05	0.05955265	0.034378324	0.041576713	0.0068304515	0.004883901	0.087974854	0.0039294073
a15	0.71946824	6.113522e-05	0.031272374	0.12863919	0.03588506	0.0038618115	0.0061234427	0.0694595	0.0052291933
a31	0.20162842	3.320094e-05	0.020750338	0.06384431	0.06186203	0.015214531	0.041136667	0.5756892	0.019841274
a21	0.25593746	8.795837e-05	0.012112906	0.01458762	0.023442069	0.006306905	0.019078843	0.65105563	0.017390648
a31	0.22461273	1.8528543e-05	0.01855145	0.058006857	0.05357942	0.008907486	0.029002327	0.58611256	0.021208664
a8	0.35529327	0.000120293684	0.01810529	0.012507241	0.020373307	0.0036447663	0.011768887	0.5662824	0.011904531
a31	0.22520344	2.1156317e-05	0.021838615	0.04029513	0.038016602	0.007741032	0.015204704	0.6287569	0.022922402
a20	0.27185792	9.034877e-05	0.07620817	0.06080737	0.092201814	0.0181621	0.016030213	0.445831	0.018811105
a39	0.27158374	1.3013866e-05	0.1590156	0.37002838	0.08990363	0.008637816	0.00611938	0.08787222	0.006826118
a20	0.6760886	3.0527885e-05	0.110318385	0.15082158	0.03387559	0.002973577	0.0019438026	0.021418873	0.0025291003
a46	0.7437878	3.409136e-05	0.06856297	0.12856229	0.01670898	0.0031257037	0.003469586	0.029248206	0.0065003354
a31	0.7980158	2.8719962e-05	0.08797613	0.08841362	0.011148839	0.0015238156	0.0013194417	0.009290479	0.0022831722
a39	0.15235515	6.507627e-05	0.3414997	0.28052542	0.18408994	0.011553939	0.0027763038	0.026021086	0.0011134034
a31	0.2189047	7.1674105e-05	0.15672414	0.2894165	0.07134036	0.025083782	0.034599345	0.15447249	0.049387023
a20	0.11770388	0.00010608213	0.37098747	0.37678584	0.11698024	0.0032545293	0.0011107177	0.0124644395	0.0006068362
a31	0.040210705	0.00011874251	0.1404696	0.22398938	0.10045397	0.034422617	0.05486437	0.31627506	0.08919556
a46	0.26461387	0.0003519021	0.32855988	0.31683692	0.06405071	0.002557846	0.0014192783	0.020551303	0.0010582692
a31	0.047802553	0.0005104115	0.09219791	0.1267554	0.08038098	0.019146405	0.039802045	0.54386735	0.049536902
a46	0.4121567	0.0011737769	0.26833653	0.20785493	0.06232574	0.003121552	0.0018551048	0.04193057	0.0012450808
</S>	0.07745413	0.001126947	0.049268533	0.07603619	0.048053324	0.012025917	0.02459706	0.68295234	0.028485535
