 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.2140397	0.09878175	0.037555665	0.18346937	0.12602536	0.1950051	0.0013395788	0.01576426	0.0002417704	0.031573474	0.075703934	0.015784765	0.0047152345
a31	0.14561293	0.14868793	0.08987676	0.084696814	0.07879034	0.3480601	0.0013563539	0.053081658	0.00013345407	0.038502388	0.0027291996	0.0062736645	0.0021984503
a20	0.061628148	0.15925008	0.31790203	0.15246002	0.06495268	0.10139333	0.00028756447	0.018985938	0.00014621596	0.06199649	0.027940996	0.022135168	0.010921324
a31	0.13927296	0.07892513	0.015876917	0.027587585	0.023919633	0.58670586	0.00019256817	0.027783878	2.7445296e-05	0.062193647	0.0055280942	0.02580333	0.0061829295
a28	0.09426446	0.14483073	0.09388863	0.2287711	0.08939496	0.21490082	0.00024377092	0.0055656387	5.2423533e-05	0.060317285	0.04528571	0.017510511	0.004973937
a20	0.07605859	0.029215258	0.014403233	0.030482521	0.01902076	0.6870443	0.00016188968	0.024189495	2.8146349e-05	0.06678886	0.012283425	0.034090884	0.0062325466
a37	0.16080225	0.10159452	0.058153905	0.21655461	0.07684252	0.341145	0.00012206506	0.02049548	1.1650268e-05	0.013793433	0.004275156	0.0052043214	0.0010050767
a31	0.22552048	0.15466115	0.059901364	0.27501923	0.11631084	0.1310754	0.00012883998	0.014945115	1.1040816e-05	0.010949889	0.0052105356	0.0050667925	0.0011993886
a20	0.066018775	0.04224007	0.023917168	0.16046137	0.09210998	0.23303236	0.00029722476	0.013991398	5.8648777e-05	0.070695005	0.27098355	0.019709151	0.0064852904
a31	0.17086181	0.059887767	0.032194782	0.11372215	0.06133905	0.50560725	0.00023582007	0.04035108	1.7303642e-05	0.007975107	0.0027381473	0.003865207	0.001204509
a46	0.07247273	0.031233838	0.023604311	0.23451264	0.13729167	0.22288518	0.00053560507	0.01569877	8.344096e-05	0.06138196	0.18414481	0.012698354	0.003456659
a20	0.064479396	0.028582733	0.020085333	0.106260985	0.06044161	0.6398916	0.00037911307	0.055602804	2.0752375e-05	0.013717378	0.003950596	0.0048922487	0.0016953887
a31	0.11505591	0.06395306	0.03464769	0.17711195	0.07329152	0.5020497	0.00026898473	0.020221	1.7250126e-05	0.0055041383	0.0037375847	0.0027206761	0.001420551
a20	0.051655762	0.021953037	0.020566631	0.30223092	0.20522861	0.2621913	0.0010424192	0.029599022	8.1956576e-05	0.04422561	0.054536078	0.005366792	0.0013218698
a37	0.015658615	0.011429528	0.01107715	0.069147274	0.046321187	0.7832764	0.0004155185	0.035435352	4.6595305e-05	0.010740582	0.0052553094	0.007369795	0.003826759
a31	0.055953395	0.055672362	0.036093436	0.28216702	0.123295106	0.4084393	0.00041977462	0.015438435	4.336107e-05	0.008203686	0.007038979	0.0045511797	0.0026839327
a17	0.023628393	0.013757643	0.013295326	0.29422295	0.22290318	0.3591089	0.00086407806	0.039110105	3.672184e-05	0.018797748	0.011163498	0.0025959648	0.00051549135
a31	0.009896131	0.011942729	0.019169632	0.155506	0.07637516	0.6835299	0.0001465579	0.022041433	1.7055081e-05	0.008637702	0.004848698	0.005634499	0.0022545583
a18	0.015396661	0.007949568	0.0064561763	0.20358832	0.1842633	0.52161074	0.0004803303	0.03612315	1.1928798e-05	0.014257307	0.007980624	0.001628548	0.00025327588
a37	0.0048872437	0.004093249	0.008036135	0.06926618	0.053162362	0.8081584	0.00010030671	0.022788284	1.730826e-05	0.010696811	0.007190216	0.008242802	0.0033606375
a20	0.0059939153	0.006677892	0.016958157	0.13043782	0.069972694	0.7009422	0.00012349382	0.019628927	3.023799e-05	0.018341891	0.015496915	0.010942789	0.004453074
a31	0.008759361	0.013424117	0.041408643	0.25161323	0.11385838	0.45252055	0.0003360774	0.023540273	9.309092e-05	0.035625454	0.036296763	0.015216648	0.007307439
a11	0.010882668	0.005785452	0.0030631362	0.13851343	0.14730577	0.6588547	0.00027373183	0.02212909	7.606979e-06	0.0066356855	0.0054314397	0.00096067286	0.00015660898
a31	0.0046246164	0.004716245	0.012911906	0.10075296	0.056859188	0.72502065	0.0001267901	0.021163529	3.8730614e-05	0.027944345	0.02698727	0.0139423115	0.004911395
a8	0.009953942	0.005204025	0.0022942007	0.10841224	0.11611209	0.7277572	0.00022539457	0.017317232	7.884747e-06	0.0058655776	0.00575971	0.0009397722	0.00015069185
</S>	0.003806205	0.0031812515	0.0042660804	0.039079074	0.020719035	0.8837312	6.121292e-05	0.009878595	1.416557e-05	0.016337957	0.013333339	0.0046368185	0.0009550933
