 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.0061077764	0.006524409	0.10691186	0.017808951	0.34297287	0.1874421	0.30593905	0.026292993
a21	0.0023694253	0.0058865114	0.063413315	0.03732387	0.7367809	0.050246872	0.0832152	0.020763882
a37	0.003023121	0.0076628793	0.06272233	0.100629635	0.55571663	0.06888566	0.1817302	0.019629518
a31	0.0023760234	0.006294572	0.054503147	0.07057181	0.46614546	0.10735648	0.27279657	0.019955939
a17	0.0049846866	0.0062015904	0.2626277	0.03463505	0.4400712	0.10041993	0.1426438	0.008416068
a20	0.0013229265	0.0037201296	0.03935381	0.03507309	0.50760037	0.12043844	0.26909894	0.023392275
a41	0.0052331514	0.00835122	0.016365113	0.02119857	0.47277114	0.08884746	0.36220768	0.025025696
a31	0.015689462	0.02203985	0.029436097	0.028861482	0.372707	0.1152322	0.38550425	0.030529592
a46	0.0072811455	0.015564198	0.27784312	0.027024837	0.21821117	0.24682155	0.18424268	0.0230113
a31	0.007785674	0.0102977315	0.016312312	0.019452078	0.4712881	0.084047526	0.36372748	0.027089091
a13	0.006990289	0.014159528	0.26269895	0.02447422	0.23985574	0.23382671	0.19472425	0.02327033
a41	0.0015863142	0.0031214133	0.0102441395	0.014414864	0.59039366	0.05668274	0.29901952	0.024537282
a31	0.0051848	0.0071659153	0.0132455835	0.014047975	0.48948318	0.06558062	0.38130987	0.02398209
a33	0.004694952	0.00846534	0.17721555	0.019401062	0.32816193	0.21375625	0.22387749	0.024427403
a31	0.0012291094	0.0017021487	0.012160606	0.011613071	0.6329759	0.052554674	0.2641893	0.02357518
a28	0.003129694	0.005485722	0.13896494	0.013494006	0.43063676	0.14301276	0.24277322	0.022502968
a20	0.00015808396	0.00028988556	0.0019730178	0.0048385155	0.7539553	0.009982799	0.2124859	0.016316393
a8	0.00021466473	0.00034996783	0.002207409	0.004480605	0.72705764	0.012249194	0.23809153	0.015348926
a31	0.0014423217	0.0014689621	0.007130409	0.005688239	0.65574425	0.027179416	0.28375307	0.01759329
a39	0.0017466621	0.002473269	0.044919956	0.006673579	0.59700644	0.07280019	0.25622818	0.018151727
a41	0.00019614503	0.0002525768	0.0015075558	0.0029480432	0.77760684	0.0070709563	0.19714001	0.013277832
a13	0.00031860484	0.0005496987	0.0038436747	0.004047629	0.78834975	0.014502541	0.17581244	0.012575729
a31	0.0005661234	0.0011668621	0.0071401405	0.0057758386	0.79195505	0.018996613	0.15874645	0.01565292
a35	0.0012412422	0.0017352115	0.010410033	0.004046888	0.7154435	0.021892078	0.22844693	0.016784038
a31	0.00033480045	0.0005621046	0.003972392	0.0045527606	0.8432044	0.011785954	0.12058125	0.0150063895
a21	0.0025076882	0.0028872923	0.007243111	0.0029422282	0.7807208	0.014718719	0.17760617	0.011374031
a31	0.00051959103	0.00089234853	0.005165357	0.0055873897	0.8467842	0.012401167	0.11473172	0.013918304
a10	0.0030096583	0.0034401447	0.0061858157	0.0026963975	0.8308785	0.014543898	0.13132274	0.007922889
</S>	0.00067228096	0.0012696055	0.0062751146	0.007717242	0.8420107	0.016866272	0.11325819	0.011930611
