 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.0017808031	0.27773657	0.20378056	0.4759048	0.0086102355	0.030634817	0.0015521846
a46	0.07961621	0.39844626	0.07432138	0.056508273	0.007843878	0.37446666	0.008797315
a31	0.0094438465	0.15624103	0.05730678	0.09968252	0.007560955	0.65970474	0.01006013
a35	0.011468555	0.12610167	0.2516983	0.3054466	0.005555976	0.29578146	0.003947523
a31	0.0025396107	0.16334645	0.032203067	0.10372393	0.003950985	0.68494695	0.00928904
a20	0.004910953	0.11006875	0.17793979	0.6038266	0.0017968374	0.10010048	0.0013566863
a31	0.00082791905	0.4116895	0.06026095	0.15330498	0.00811144	0.34948897	0.016316257
a39	0.00083335786	0.10557331	0.15266483	0.7084292	0.0045324764	0.026522223	0.001444647
a3	0.0006218141	0.42404187	0.074359745	0.13454872	0.015104278	0.32498768	0.02633595
a31	0.0021994875	0.59079266	0.1326958	0.10340415	0.0130021	0.13950466	0.018401118
a7	0.00072457024	0.12901424	0.26404494	0.56743807	0.008846645	0.027121019	0.0028105306
a10	0.0008722787	0.53129995	0.08131671	0.073677845	0.03507026	0.21667634	0.061086614
a31	0.0021990181	0.5313263	0.1455864	0.09482217	0.029824663	0.15272802	0.04351347
a11	0.0010950235	0.19761261	0.30259	0.41500184	0.026115268	0.047978804	0.0096064685
a18	0.00083925214	0.3704491	0.077461034	0.0749689	0.043177567	0.34097818	0.09212597
a28	0.0016251772	0.3129209	0.16127396	0.12395899	0.048104268	0.27029076	0.08182597
a31	0.0023343712	0.28077385	0.23935705	0.15951948	0.050295226	0.19548431	0.07223581
a11	0.0034139617	0.32896975	0.26011118	0.27524605	0.02365482	0.0949363	0.0136679355
a13	0.0017970888	0.17224324	0.14422552	0.13746697	0.05538405	0.3827922	0.10609089
a31	0.0036048451	0.17173536	0.33719596	0.21550313	0.036683775	0.18617584	0.0491011
a20	0.008026048	0.41996872	0.2021115	0.26419392	0.012349713	0.08702076	0.006329357
a31	0.0025586945	0.1046126	0.24801186	0.27142414	0.044124834	0.273021	0.05624682
a8	0.010653177	0.44910684	0.12935436	0.32276753	0.0069040917	0.07844568	0.002768337
</S>	0.0052420706	0.09445312	0.13056508	0.4120419	0.013176026	0.32924363	0.015278133
