 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	8.3878e-05	0.13374574	0.41669324	0.0031123098	0.004585545	0.023499392	0.34503826	0.04560914	0.027632494
a31	0.05322584	0.17558466	0.40444404	0.057926174	0.05568007	0.07139277	0.13737163	0.03905263	0.0053221653
a20	0.0025996196	0.051378697	0.10945318	0.039358642	0.08966751	0.38504636	0.077866815	0.23685534	0.0077737747
a29	0.0019570214	0.14325531	0.5747058	0.009627493	0.012734488	0.03583621	0.17549247	0.034935392	0.01145588
a37	0.0010378337	0.105816446	0.39766237	0.011954659	0.025235673	0.17985235	0.12805098	0.14251012	0.007879574
a8	0.0008316184	0.11890218	0.5258806	0.0071019977	0.015098374	0.10181043	0.1324419	0.09360991	0.004323053
a20	0.0010205867	0.13017173	0.47353008	0.011495022	0.021423541	0.098582976	0.15368609	0.106601335	0.0034886394
a31	0.000611468	0.09772293	0.6999269	0.002281058	0.0045159743	0.019378033	0.15300491	0.02165653	0.0009022078
a29	0.00012774915	0.11766454	0.56929386	0.0029875692	0.0075592715	0.04856894	0.18063803	0.0693038	0.0038562026
a37	0.00024859334	0.049713172	0.7219458	0.0017946323	0.0037687018	0.02015439	0.17709261	0.024216276	0.001065824
a29	0.00018182246	0.05398505	0.72462195	0.0013317069	0.0019808416	0.00606849	0.20201975	0.009274094	0.0005362299
a31	0.00020194231	0.046378683	0.71877426	0.0016795899	0.0023430893	0.007750744	0.21151039	0.01071212	0.0006492113
a20	3.8260765e-05	0.05136776	0.64212614	0.0010857694	0.0020035636	0.014143727	0.2600503	0.026322648	0.0028617824
a31	0.00022943503	0.020932198	0.911059	0.0006103109	0.0009012025	0.003998429	0.05913504	0.0029078692	0.0002265167
a37	2.2253958e-05	0.031250015	0.6796463	0.0006964112	0.0011498366	0.008532278	0.2606731	0.016634915	0.0013948561
a46	0.00011616931	0.019077985	0.919608	0.00045728032	0.00061305816	0.0033685372	0.053947143	0.0025425875	0.00026924457
a31	8.1410195e-05	0.020500112	0.912045	0.00030957197	0.000340429	0.0011447343	0.06412215	0.0013169996	0.00013948917
a0	1.5575928e-05	0.022791797	0.72778565	0.0003734583	0.00055544893	0.0036858714	0.2366504	0.007617173	0.00052457186
a31	4.37793e-05	0.016309727	0.9284551	0.00026945613	0.00035194418	0.0020429539	0.050170533	0.0021793367	0.0001771309
a1	1.1733268e-05	0.021632576	0.76435554	0.00015168237	0.0002507987	0.0014324116	0.20874727	0.003264673	0.00015332071
a13	3.11403e-05	0.02027377	0.93487084	0.00020713083	0.00033065575	0.0017511116	0.04077642	0.0015841133	0.00017493372
a39	3.2950054e-05	0.019938633	0.91421866	0.00036480682	0.00052796263	0.0023646778	0.059501097	0.0028157914	0.00023545098
a18	4.109454e-05	0.02270703	0.8907382	0.0006207633	0.00081455236	0.0033481135	0.07722412	0.004092547	0.00041358807
a8	8.056377e-05	0.030133322	0.84080905	0.0014724401	0.0018279885	0.0069228425	0.109865956	0.007949547	0.00093828584
a28	2.8832383e-05	0.027039297	0.8890254	0.00046484786	0.0006203358	0.0019741154	0.078057416	0.002408303	0.00038147575
a31	0.00015847797	0.04407274	0.7757365	0.0034718995	0.004383877	0.01353715	0.14374621	0.013099138	0.0017940216
a8	4.8270813e-05	0.037168775	0.8935444	0.00010546875	0.00019585081	0.00039844887	0.06821183	0.00027077642	5.6179768e-05
a37	0.0001078121	0.045854755	0.76595896	0.0018284533	0.0032403404	0.009054717	0.16301517	0.010143969	0.0007958741
a31	0.00013596888	0.053302042	0.7368703	0.0029427863	0.004825301	0.01308746	0.17451498	0.013166735	0.0011544477
a21	5.5181878e-05	0.033276815	0.8937338	6.909282e-05	0.00014135697	0.00039764366	0.072005	0.0002698832	5.108885e-05
a31	0.00020736246	0.06569004	0.667097	0.0037622799	0.0074035907	0.020930363	0.2129514	0.020586198	0.0013717873
a20	5.7675486e-05	0.027132219	0.8877786	5.3637374e-05	0.000105965875	0.00039915167	0.08413737	0.00027632268	5.9162372e-05
</S>	0.00028206344	0.07062873	0.6330841	0.004520549	0.010368844	0.03241304	0.21817002	0.02902405	0.0015085593
