 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.0010574049	0.0015191009	0.37799895	0.49672145	0.00089738437	0.0062611243	0.03727849	0.056818515	0.021447614
a23	0.014826709	0.036574785	0.27080655	0.14552614	0.025968174	0.05026904	0.24689795	0.19019017	0.018940514
a31	0.0052827685	0.015435457	0.19391778	0.10644851	0.017785056	0.07880086	0.30634052	0.23668131	0.039307714
a28	0.004121001	0.009670814	0.2503888	0.32565373	0.020413075	0.023732256	0.17807613	0.1579131	0.030031098
a20	0.0016653549	0.0033367763	0.25936046	0.0867076	0.0020711669	0.0658939	0.28709766	0.26991233	0.023954758
a31	0.0010892336	0.0023015465	0.3932249	0.14341635	0.00078285264	0.04150218	0.18638918	0.21375883	0.017534934
a8	0.0020677794	0.0031565626	0.42401645	0.31767	0.0065044467	0.012554136	0.10630234	0.11591633	0.011812086
a31	0.000981766	0.002407366	0.3185728	0.13636152	0.0017579842	0.06411337	0.20512266	0.22819278	0.04248974
a20	0.0009922206	0.0013671286	0.6098358	0.23462033	0.0021377697	0.00782002	0.055003278	0.078322954	0.009900358
a31	0.0003986853	0.0010705744	0.32720828	0.2191324	0.00018275116	0.026964555	0.18409961	0.22352014	0.017423028
a36	0.00030635172	0.0004617249	0.59672976	0.27617607	0.00048973336	0.004522055	0.03967194	0.06958798	0.0120543465
a24	7.622443e-05	0.0003083647	0.25753537	0.14863825	8.590355e-05	0.014442623	0.20961133	0.3561668	0.013135217
a37	0.00036973268	0.0009923703	0.24819092	0.43002024	0.00053904456	0.015377822	0.12106852	0.15971683	0.023724442
a27	0.00093924673	0.0026606026	0.23612979	0.60143733	0.00031570846	0.0074906247	0.062195297	0.082180046	0.006651415
a8	0.0013269066	0.0034110371	0.20500283	0.63190985	0.0002953278	0.0058126166	0.057468206	0.08849613	0.0062771584
a23	0.0008612874	0.0024212738	0.1806993	0.73440367	0.0004401273	0.0034341	0.030324344	0.04358281	0.0038329908
a31	0.0010394877	0.0028099325	0.17273201	0.7239137	0.00031118872	0.0031547907	0.03450325	0.057739735	0.003795904
a37	0.0002876757	0.00062849425	0.44079512	0.4743477	0.0005664721	0.00296136	0.024530796	0.047231793	0.008650571
a29	0.00051502686	0.0017933515	0.19987176	0.59587944	0.00027248674	0.0042766198	0.061821826	0.12890306	0.0066664144
a31	0.00034095207	0.0013767711	0.18103443	0.63350475	0.00024966148	0.0034443184	0.0515103	0.12291665	0.005622154
a13	0.00013209687	0.00031902426	0.46463552	0.4376906	0.00021621161	0.001788245	0.02543499	0.06430443	0.0054788757
a31	0.00018342955	0.00088540075	0.17178413	0.48585808	0.00033336927	0.004707587	0.070962824	0.25499207	0.010293048
a8	0.00014205446	0.0002940903	0.50468147	0.37464455	0.000101661644	0.0011295647	0.02782354	0.087778136	0.003404966
a31	0.00012240978	0.0002839442	0.1716735	0.2963724	0.00012653008	0.002737854	0.08126936	0.438966	0.0084480075
a21	0.0002935125	0.0004771399	0.5553566	0.21446116	5.0671268e-05	0.00056013226	0.040742602	0.18570735	0.002350797
a31	0.00012296905	0.00025208222	0.10003764	0.09047833	9.087964e-05	0.0038311963	0.090916276	0.70383644	0.010434208
a29	0.00053267	0.00082966953	0.51018906	0.16983862	5.478485e-05	0.00051905005	0.04509118	0.27076718	0.002177776
a31	0.00023774928	0.00037558272	0.1071126	0.045002323	7.998883e-05	0.0043421807	0.11863026	0.7154675	0.008751823
a46	0.0007843949	0.0011607362	0.46822485	0.1426861	6.517753e-05	0.0005988946	0.049986344	0.3341985	0.0022949264
a31	0.0003337961	0.00046931958	0.09663246	0.02746579	8.914268e-05	0.0038444821	0.14797881	0.71704173	0.0061444496
a49	0.00093608524	0.0013080824	0.4201774	0.12000572	7.558527e-05	0.0006856545	0.05859344	0.39583737	0.002380619
a3	0.00036505333	0.0005012007	0.09321517	0.02357587	0.00011887474	0.0046332385	0.1647812	0.7061888	0.0066205803
a18	0.0003903138	0.0006015852	0.099201106	0.030252334	0.00013896589	0.005492087	0.17011024	0.6856263	0.008187034
a31	0.00039758914	0.0006817362	0.11467518	0.039409652	0.00017421474	0.0065811477	0.15892029	0.6680376	0.011122594
a8	0.0010741377	0.0014936205	0.39472547	0.11777705	8.866244e-05	0.0007699862	0.056288257	0.42527848	0.0025042626
</S>	0.00043129982	0.0006036051	0.08734311	0.026225366	0.00011485083	0.0032771	0.1491153	0.7278133	0.0050760373
