 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.0056219934	0.0023470053	0.039040897	0.15922906	0.26395983	0.02553912	0.15253122	0.30781347	0.043917432
a46	0.0017959452	0.00075886986	0.07042822	0.5508317	0.16560619	0.012355693	0.07028751	0.105683245	0.022252712
a31	0.0007622831	0.00020121856	0.028138025	0.33365202	0.19076036	0.023090828	0.11496436	0.29748362	0.010947369
a27	0.0012471906	0.00017887795	0.03289561	0.32541758	0.3169979	0.018894387	0.1511324	0.14935449	0.003881586
a41	0.00019636724	7.4175536e-05	0.009919411	0.30910632	0.17559677	0.01569835	0.09210858	0.38740996	0.009890062
a1	0.000265177	0.00036346714	0.0139372535	0.25442988	0.14291571	0.01189935	0.0727065	0.46568584	0.037796777
a21	0.001425532	0.0020601558	0.018914042	0.22055534	0.13236271	0.012915193	0.06722827	0.48181504	0.062723756
a31	0.0061072884	0.0074308724	0.024531553	0.19060369	0.14164741	0.017034212	0.07182185	0.46681833	0.07400477
a13	0.0009241622	0.0011254665	0.054650646	0.15041554	0.39014357	0.026709495	0.14204915	0.201023	0.032958858
a31	0.002203707	0.00388662	0.025968999	0.21231593	0.16685577	0.02202441	0.07418218	0.4085639	0.083998494
a41	0.0017118613	0.0022823045	0.09476057	0.1821428	0.3537658	0.018077696	0.109617345	0.18749623	0.05014538
a35	0.0009549488	0.001801083	0.047843967	0.26693258	0.16653056	0.022779986	0.070549875	0.2965631	0.12604396
a31	0.00198841	0.0034926583	0.039238278	0.25119027	0.1855037	0.025044322	0.07748913	0.3240105	0.09204272
a14	0.0032966486	0.003476583	0.17416668	0.21705346	0.26458693	0.009708555	0.07085646	0.16303767	0.09381698
a28	0.0009104718	0.0019638762	0.06553046	0.30074528	0.16544004	0.038637508	0.092115045	0.20210516	0.13255215
a31	0.0010698523	0.0038202056	0.0700481	0.29311928	0.1752996	0.046128582	0.10287825	0.19475628	0.11287986
a0	0.011622985	0.0067072078	0.24855706	0.19996439	0.14237598	0.008838802	0.054147348	0.14219433	0.18559186
a31	0.0015119776	0.0026078653	0.08072991	0.26760384	0.17568427	0.049030114	0.1502581	0.1687548	0.103819035
a46	0.027139803	0.010498367	0.19996293	0.18147132	0.16645502	0.013547767	0.08432285	0.18081301	0.13578896
a17	0.0019535983	0.002663901	0.084834345	0.2956189	0.18670695	0.039200023	0.17325427	0.15960118	0.05616681
</S>	0.0042160884	0.00548364	0.0928252	0.2839094	0.18652494	0.03482618	0.1732596	0.16792497	0.05102991
