 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.053934313	0.08440371	0.08028567	0.031328052	0.0781061	0.035524227	0.007132945	0.0002389922	6.2849426e-06	0.00040869106	0.0047214213	2.3374978e-06	0.0006374283	0.009490438	0.0037548176	0.0068697683	0.030961564	0.033775993	0.039448425	0.014655225	0.008993828	0.036962677	0.036604762	0.040028587	0.05894847	0.040402718	0.027752126	0.06350308	0.014687939	0.023959378	0.005701471	0.024821272	0.03808657	0.04388255	0.019978186
a31	0.018175097	0.023601413	0.021961823	0.010355467	0.021179993	0.022710877	0.0118370345	0.0025855852	0.00021215722	0.0030253704	0.07730426	0.00043141155	0.037761595	0.11825154	0.06237435	0.055133224	0.07851832	0.05017343	0.03664579	0.01943689	0.01643769	0.03002362	0.034507725	0.037888393	0.05207871	0.02858057	0.022678	0.022048358	0.016546814	0.017528849	0.01138634	0.010508521	0.008479518	0.011552772	0.008078359
a24	0.0077294656	0.01168681	0.010784567	0.00520852	0.010694882	0.023422755	0.01347983	0.0006999909	2.7351647e-05	0.004735883	0.10833547	0.00015246573	0.017997976	0.1816189	0.06348445	0.05291486	0.0771178	0.044887856	0.039874848	0.018368293	0.01143227	0.033722274	0.035107158	0.037600957	0.04862963	0.030720498	0.021830462	0.020536033	0.009021381	0.011253183	0.0052119787	0.008890474	0.010543256	0.013088313	0.009189197
a37	0.012251958	0.017952032	0.015886232	0.005773909	0.014900206	0.012450988	0.004689593	0.0006377617	2.657353e-05	0.0026678175	0.08060449	0.00015157042	0.0312824	0.10580519	0.07611394	0.06973061	0.09865731	0.05058941	0.04585568	0.017453454	0.01431725	0.030571006	0.03163666	0.036017567	0.058846004	0.033153985	0.02442154	0.026602618	0.014010262	0.015138176	0.006452964	0.0074375086	0.008477538	0.02028014	0.009155624
a24	0.01601765	0.024018077	0.02115334	0.006950978	0.019330014	0.018359844	0.0073879356	0.0004327478	8.737261e-06	0.00092126563	0.05037049	3.421011e-05	0.02048247	0.0763566	0.049478933	0.061625995	0.110373735	0.058895502	0.05711852	0.01878974	0.0143924365	0.03798822	0.04144573	0.048006892	0.07881475	0.03748833	0.025195923	0.024281366	0.0137930075	0.014937269	0.006507081	0.0063648247	0.0067438814	0.018887196	0.007046304
a37	0.012112819	0.020067342	0.016782938	0.00403334	0.0148442825	0.010695766	0.004063617	0.00022431934	6.7924234e-06	0.0022680294	0.050276145	5.9459573e-05	0.02514849	0.068194255	0.050219025	0.06973418	0.11048465	0.06400163	0.068965085	0.015976261	0.010037704	0.042651355	0.04717407	0.05432385	0.088391766	0.0401379	0.021752918	0.0187575	0.008070916	0.009145516	0.0035899743	0.0050636264	0.006828347	0.027017869	0.008898305
a31	0.027575511	0.04468294	0.039045624	0.008890268	0.03263464	0.036459245	0.013306324	0.00020115665	3.974493e-06	0.00070836657	0.021217069	1.8348921e-05	0.011304002	0.03526449	0.023215408	0.040574316	0.08405807	0.05629942	0.07431368	0.018324956	0.010591269	0.05175468	0.055928245	0.06429817	0.09594717	0.047969718	0.024212671	0.018116336	0.008762105	0.009724982	0.0040765004	0.0046847016	0.0057738884	0.022672715	0.0073890756
a28	0.030590432	0.055118654	0.048697926	0.017254287	0.041462235	0.04623687	0.023041101	0.00044511678	3.4296577e-06	0.004496815	0.044694718	1.44169835e-05	0.015002612	0.065601	0.03543515	0.062251627	0.10667609	0.054352373	0.04646868	0.009987125	0.005985781	0.028933464	0.034134246	0.039175395	0.06706081	0.02464659	0.013639694	0.019123742	0.00916721	0.01390262	0.004002973	0.0045140707	0.005860041	0.01585703	0.0061656917
a17	0.0391379	0.05996365	0.054690387	0.011241356	0.045757018	0.0331041	0.0075186235	6.1029106e-05	3.0038502e-06	0.00014459819	0.006321141	5.691783e-06	0.0023425736	0.013766094	0.00845683	0.015792586	0.054505646	0.047738984	0.07828584	0.022712473	0.01119477	0.06275267	0.06063184	0.06990425	0.100228	0.069808185	0.035458826	0.024022842	0.008218151	0.008590375	0.0027662383	0.004893439	0.0066206837	0.02708543	0.006274845
a31	0.05829073	0.10401332	0.096203744	0.02283926	0.080306225	0.057020254	0.013557964	7.425549e-05	1.9037179e-06	0.0010822146	0.006791565	1.1211042e-05	0.0032408454	0.012892434	0.007858764	0.020443032	0.047243465	0.032506082	0.057356432	0.019248236	0.008599138	0.046310123	0.041732825	0.047035947	0.065144636	0.049513794	0.027077295	0.021473614	0.0057972707	0.008046549	0.0022187326	0.004647803	0.0072757383	0.01698233	0.0071622585
a20	0.062138114	0.10487742	0.08886201	0.019037567	0.077066205	0.020790607	0.008524869	0.00023323846	3.2049775e-06	0.0068410584	0.014393173	1.0610497e-05	0.005041277	0.02193657	0.010683538	0.030543316	0.06976855	0.03888945	0.056124207	0.009940263	0.0051185656	0.03700379	0.036516294	0.041808207	0.073726825	0.036207598	0.017021313	0.029361205	0.010217708	0.015456959	0.0042465916	0.0057934085	0.009339055	0.022054667	0.010422593
a28	0.062552586	0.09383343	0.09534519	0.026877167	0.08066492	0.08375635	0.009708218	4.173484e-05	1.7333255e-06	4.5797056e-05	0.0010159911	1.6140569e-06	0.00039156928	0.0027054597	0.0013266341	0.0030820773	0.02061482	0.023723157	0.04948958	0.023079896	0.011597435	0.05125859	0.045316074	0.053831775	0.074452035	0.06791042	0.042982332	0.032459404	0.0071652895	0.0076513034	0.0017726687	0.004488782	0.004856788	0.013303982	0.0026951975
